|categoria|,|status|,|monto|,|nog|,|nit_proveedor|,|nit_comprador|,|descripcion|,|fecha_publicada|,|modalidad_compra|,|tipo_ofertas|,|fecha_presentacion_ofertas|,|nombre_comprador|,|unidades|,|fecha_adjudicada|,|fecha_cierre_ofertas|
|Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q625.00|,|4696395|,|81589379|,|44916825|,|Se requiere el de cambio de gas de los diferentes Extintores.|,|28.marzo.2016 Hora:5:02:28 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|31.marzo.2016 Hora:12:00:00 p. m.|,|REGISTRO DE INFORMACION CATASTRAL DE GUATEMALA 101|,|1~1~1~1~1|,|01.abril.2016 Hora:4:00:19 p. m.|,|31.marzo.2016 Hora:12:30:00 p. m.|
|1. Papelería y artículos de librería~2. Publicidad, campañas y vallas~3. Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q14,099.60|,|4692608|,|3258483|,|7522517|,|CONTRATACIÓN DE SERVICIO DE  IMPRESIÓN DE SUPLEMENTO INFORMATIVO, DEPARTAMENTO DE INFORMACIÓN Y PRENSA.|,|29.marzo.2016 Hora:2:55:46 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|31.marzo.2016 Hora:8:00:00 a. m.|,|SECCION DE COMPRAS|,|1|,|01.abril.2016 Hora:11:39:06 a. m.|,|31.marzo.2016 Hora:8:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q7,770.00|,|4663799|,|42102731|,|2318024|,|ADQUISICIÓN DE EYECTORES, DRENAJES QUIRÚRGICOS POR ASPIRACIÓN, ELECTRODOS DE RETORNO, CATGUT CRÓMICO Y OTROS MATERIALES MEDICO QUIRÚRGICO.|,|15.marzo.2016 Hora:10:47:34 a. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|17.marzo.2016 Hora:9:30:00 a. m.|,|HOSPITAL REGIONAL DE HUEHUETENANGO DR. JORGE VIDES MOLINA|,|37,000~4,000~70~25~25~150~6~2,500|,|01.abril.2016 Hora:11:15:36 a. m.|,|17.marzo.2016 Hora:10:00:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q4,800.00|,|4663799|,|47912677|,|2318024|,|ADQUISICIÓN DE EYECTORES, DRENAJES QUIRÚRGICOS POR ASPIRACIÓN, ELECTRODOS DE RETORNO, CATGUT CRÓMICO Y OTROS MATERIALES MEDICO QUIRÚRGICO.|,|15.marzo.2016 Hora:10:47:34 a. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|17.marzo.2016 Hora:9:30:00 a. m.|,|HOSPITAL REGIONAL DE HUEHUETENANGO DR. JORGE VIDES MOLINA|,|37,000~4,000~70~25~25~150~6~2,500|,|01.abril.2016 Hora:11:15:36 a. m.|,|17.marzo.2016 Hora:10:00:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q625.00|,|4663799|,|41274989|,|2318024|,|ADQUISICIÓN DE EYECTORES, DRENAJES QUIRÚRGICOS POR ASPIRACIÓN, ELECTRODOS DE RETORNO, CATGUT CRÓMICO Y OTROS MATERIALES MEDICO QUIRÚRGICO.|,|15.marzo.2016 Hora:10:47:34 a. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|17.marzo.2016 Hora:9:30:00 a. m.|,|HOSPITAL REGIONAL DE HUEHUETENANGO DR. JORGE VIDES MOLINA|,|37,000~4,000~70~25~25~150~6~2,500|,|01.abril.2016 Hora:11:15:36 a. m.|,|17.marzo.2016 Hora:10:00:00 a. m.|
|1. Salud e insumos hospitalarios~2. Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q4,218.00|,|4684761|,|8372977|,|2318024|,|ADQUISICIÓN DE OXIGENO GRADO MEDICO, MSPAS 2016-ROO-CD-0814.|,|21.marzo.2016 Hora:10:16:30 a. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|29.marzo.2016 Hora:9:30:00 a. m.|,|HOSPITAL ROOSEVELT|,|6,000|,|01.abril.2016 Hora:8:30:27 a. m.|,|29.marzo.2016 Hora:10:00:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q16,520.00|,|4701798|,|37397397|,|2342855|,|Metformina Tableta de liberación prolongada 1000 mg|,|30.marzo.2016 Hora:10:24:56 a. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|01.abril.2016 Hora:11:00:00 a. m.|,|HOSPITAL DE COATEPEQUE, QUETZALTENANGO|,|59,000|,|01.abril.2016 Hora:1:54:13 p. m.|,|01.abril.2016 Hora:11:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q32,428.57|,|4696840|,|25895508|,|2342855|,|Rivastigmina, Cápsula 1.5 mg. Código 857|,|29.marzo.2016 Hora:9:08:16 a. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|31.marzo.2016 Hora:8:00:00 a. m.|,|CONSULTORIO SOLOLA Y SALA ANEXA HOSPITAL NACIONAL|,|1,000|,|01.abril.2016 Hora:8:47:05 a. m.|,|31.marzo.2016 Hora:8:30:00 a. m.|
|Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q89,600.00|,|4679059|,|11190043|,|6437222|,|ESTUDIO Y PLANIFICACION PARA EL PROY. CONSTRUC. SISTEMA DE AGUA POTABLE CON PERFORACION DE POZO (POR BOMBEO)ALDEA EL FORTIN, PAJAPITA, S.M.|,|30.marzo.2016 Hora:3:54:39 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|01.abril.2016 Hora:9:00:00 a. m.|,|DIRECCION ADMINISTRATIVA FINANCIERA MUNICIPAL|,|1|,|01.abril.2016 Hora:10:30:34 a. m.|,|01.abril.2016 Hora:9:30:00 a. m.|
|Transporte, repuestos y combustibles|,|Terminado adjudicado|,|Q48,973.92|,|4701259|,|16900979|,|3441008|,|Solicitud para la compra de boletos para la Gira de Prensa National Geographic Israel|,|30.marzo.2016 Hora:9:31:31 a. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|01.abril.2016 Hora:9:00:00 a. m.|,|SECCIÓN DE COMPRAS|,|4|,|01.abril.2016 Hora:12:09:22 p. m.|,|01.abril.2016 Hora:9:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q31,921.88|,|4679393|,|77190513|,|2342855|,|IRBESARTAN/AMLODIPINA, COMPRIMIDO RECUBIERTO 300MG/5MG|,|18.marzo.2016 Hora:12:26:15 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|30.marzo.2016 Hora:8:00:00 a. m.|,|POLICLINICA|,|3,405|,|01.abril.2016 Hora:1:06:05 p. m.|,|30.marzo.2016 Hora:8:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q200.00|,|4679164|,|41296184|,|2342855|,|ÁCIDO ACETILSALICÍLICO.  TABLETA 500 MG|,|18.marzo.2016 Hora:12:11:59 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|29.marzo.2016 Hora:8:00:00 a. m.|,|POLICLINICA|,|200|,|01.abril.2016 Hora:2:22:59 p. m.|,|29.marzo.2016 Hora:8:30:00 a. m.|
|Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q35,873.00|,|4539494|,|37391917|,|2551179|,|TONERS Y TINTAS|,|11.febrero.2016 Hora:4:34:01 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|13.febrero.2016 Hora:10:00:00 a. m.|,|FACULTAD DE CIENCIAS ECONOMICAS|,|50|,|01.abril.2016 Hora:5:36:35 p. m.|,|13.febrero.2016 Hora:10:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q38,808.30|,|4686489|,|4796829|,|2342855|,|EVENTO 73/2016 CODIGO 8564|,|21.marzo.2016 Hora:3:42:42 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|29.marzo.2016 Hora:8:00:00 a. m.|,|HOSPITAL DR. JUAN JOSE AREVALO BERMEJO|,|15,635|,|01.abril.2016 Hora:10:09:47 a. m.|,|29.marzo.2016 Hora:8:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q89,196.43|,|4496701|,|5686792|,|2342855|,|EVENTO NO. 195/2016, COMPRA DE INTERFERÓN BETA 1-A, JERINGA PRELLENADA, 12,000,000 UI EN 0.5 ML|,|01.febrero.2016 Hora:9:46:45 a. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|19.febrero.2016 Hora:8:30:00 a. m.|,|UNIDAD DE CONSULTA EXTERNA DE ESPECIALIDADES MEDICO-QUIRURGICAS GERONA|,|54|,|01.abril.2016 Hora:6:51:15 p. m.|,|19.febrero.2016 Hora:9:00:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q3,649.53|,|4679253|,|5974488|,|2342855|,|PEDIDO  863/2016|,|18.marzo.2016 Hora:12:05:59 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|29.marzo.2016 Hora:8:00:00 a. m.|,|POLICLINICA|,|101|,|01.abril.2016 Hora:2:16:14 p. m.|,|29.marzo.2016 Hora:8:30:00 a. m.|
|1. Construcción y materiales afines~2. Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q58,474.50|,|4672615|,|5492343|,|3440915|,|Pintura para exterior|,|17.marzo.2016 Hora:9:33:19 a. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|22.marzo.2016 Hora:10:00:00 a. m.|,|DIRECCION GENERAL DE AERONAUTICA CIVIL|,|10~20~90~30|,|01.abril.2016 Hora:4:18:25 p. m.|,|22.marzo.2016 Hora:10:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q32,400.00|,|4696727|,|19554648|,|2318024|,|ADQUISICION DE SUTURA ABSORBIBLE VICRIL 1|,|29.marzo.2016 Hora:8:32:39 a. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|31.marzo.2016 Hora:9:30:00 a. m.|,|HOSPITAL NACIONAL DE CHIQUIMULA|,|3,600|,|01.abril.2016 Hora:9:53:23 a. m.|,|31.marzo.2016 Hora:10:00:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q56,875.00|,|4701712|,|22345388|,|2342855|,|Esomeprazol Tableta recubierta simple o entérica 20 mg|,|30.marzo.2016 Hora:10:26:04 a. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|01.abril.2016 Hora:11:00:00 a. m.|,|HOSPITAL DE COATEPEQUE, QUETZALTENANGO|,|9,100|,|01.abril.2016 Hora:1:50:24 p. m.|,|01.abril.2016 Hora:11:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q89,425.00|,|4678516|,|22345388|,|2342855|,|EVENTO 264-16, CODIGO 2058|,|17.marzo.2016 Hora:3:28:23 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|21.marzo.2016 Hora:10:00:00 a. m.|,|HOSPITAL DR. JUAN JOSE AREVALO BERMEJO|,|14,308|,|01.abril.2016 Hora:11:16:29 a. m.|,|21.marzo.2016 Hora:10:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q12,857.14|,|4686276|,|67680895|,|2342855|,|EVENTO 67/2016 CODIGO 8683|,|21.marzo.2016 Hora:3:36:40 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|29.marzo.2016 Hora:8:00:00 a. m.|,|HOSPITAL DR. JUAN JOSE AREVALO BERMEJO|,|240|,|01.abril.2016 Hora:11:37:51 a. m.|,|29.marzo.2016 Hora:8:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q89,183.21|,|4657632|,|7477279|,|2342855|,|EVENTO 241-16,CODIGO 2072|,|14.marzo.2016 Hora:4:35:29 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|17.marzo.2016 Hora:9:00:00 a. m.|,|HOSPITAL DR. JUAN JOSE AREVALO BERMEJO|,|370|,|01.abril.2016 Hora:11:23:48 a. m.|,|17.marzo.2016 Hora:9:30:00 a. m.|
|Papelería y artículos de librería|,|Terminado adjudicado|,|Q30.36|,|4646088|,|4851498|,|2342855|,|SOBRE DE PAPEL MANILA, TAMAÑO OFICIO.  UNIDAD|,|10.marzo.2016 Hora:2:37:51 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|15.marzo.2016 Hora:8:00:00 a. m.|,|POLICLINICA|,|100|,|01.abril.2016 Hora:9:19:44 a. m.|,|15.marzo.2016 Hora:8:30:00 a. m.|
|1. Papelería y artículos de librería~2. Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q25,294.68|,|4693817|,|25212087|,|6687598|,|ADQUISICIÓN DE ROLLOS DE PAPEL HIGIÉNICO Y DE TOALLAS ROLL EXTENDER, PARA LA CORTE DE CONSTITUCIONALIDAD|,|28.marzo.2016 Hora:5:20:05 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|30.marzo.2016 Hora:10:00:00 a. m.|,|DEPARTAMENTO DE COMPRAS|,|36~39|,|01.abril.2016 Hora:4:10:56 p. m.|,|30.marzo.2016 Hora:10:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q7,678.57|,|4684990|,|1204076|,|2342855|,|Hidroxiprogesterona caproato, Solución inyectable 125 mg/ml ampolla 2 ml|,|21.marzo.2016 Hora:12:04:16 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|28.marzo.2016 Hora:10:00:00 a. m.|,|HOSPITAL DE MAZATENANGO|,|215|,|01.abril.2016 Hora:1:30:39 p. m.|,|28.marzo.2016 Hora:10:30:00 a. m.|
|1. Seguridad y armamento~2. Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q192,723.40|,|4520165|,|6175872|,|320587|,|Contratación de los servicios de inspección, pruebas y mantenimiento del sistema de detección, alarma y combate de incendios, propiedad del Banco de Guatemala|,|07.marzo.2016 Hora:3:43:26 p. m.|,|Cotización (Art. 38 LCE)|,|Sólo en papel.|,|18.marzo.2016 Hora:10:00:00 a. m.|,|UNIDAD DE PROVEEDURIA - COMPRAS Y CONTROL PRESUPUESTARIO DE EGRESOS|,|1|,|01.abril.2016 Hora:9:56:47 a. m.|,|18.marzo.2016 Hora:10:30:00 a. m.|
|1. Seguridad y armamento~2. Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q150,429.55|,|4520165|,|30805449|,|320587|,|Contratación de los servicios de inspección, pruebas y mantenimiento del sistema de detección, alarma y combate de incendios, propiedad del Banco de Guatemala|,|07.marzo.2016 Hora:3:43:26 p. m.|,|Cotización (Art. 38 LCE)|,|Sólo en papel.|,|18.marzo.2016 Hora:10:00:00 a. m.|,|UNIDAD DE PROVEEDURIA - COMPRAS Y CONTROL PRESUPUESTARIO DE EGRESOS|,|1|,|01.abril.2016 Hora:9:56:47 a. m.|,|18.marzo.2016 Hora:10:30:00 a. m.|
|1. Construcción y materiales afines~2. Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q53,632.60|,|4704347|,|48585971|,|3306518|,|COMPRA DE ACCESORIOS PARA REPARACIONES DE TUBERIAS EN TODO EL PERIMETRO DE LA CUIDAD CAPITAL|,|30.marzo.2016 Hora:4:30:01 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|01.abril.2016 Hora:10:00:00 a. m.|,|SISTEMA DE DISTRIBUCION|,|6~2~2~35~28~4~6~22~15~10~4~2~2|,|01.abril.2016 Hora:4:45:05 p. m.|,|01.abril.2016 Hora:10:30:00 a. m.|
|1. Electricidad y aire acondicionado~2. Salud e insumos hospitalarios~3. Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q12,410.71|,|4675908|,|6062202|,|2342855|,|S/C REPARACION Y MANTTO. DE MONITORES DE SIGNOS VITALES, M/MINDRAY, MODELO BENEVIEW, BIEN Nos. 461189,461190,461191 y 461192 DE UTIA|,|17.marzo.2016 Hora:2:33:21 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|30.marzo.2016 Hora:8:00:00 a. m.|,|HOSPITAL DE ESCUINTLA|,|4|,|01.abril.2016 Hora:3:39:32 p. m.|,|30.marzo.2016 Hora:8:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q48,271.88|,|4661648|,|84384107|,|2342855|,|EVENTO 251-16, CODIGO 10533|,|15.marzo.2016 Hora:8:50:15 a. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|17.marzo.2016 Hora:9:00:00 a. m.|,|HOSPITAL DR. JUAN JOSE AREVALO BERMEJO|,|8,130|,|01.abril.2016 Hora:4:22:49 p. m.|,|17.marzo.2016 Hora:9:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q1,785.71|,|4634888|,|87537931|,|2342855|,|CATÉTER INTRAVENOSO No. 22G X 1 A 1 1/4 CON AGUJA SILICONIZADA Y CÁMARA DE FLUJO TRANSPARENTE, DE TEFLÓN O POLIURETANO, ACOPLE TIPO LUER LOCK, CONTENIDO EN FUNDA PROTECTORA, CÁMARA DE REFLUJO QUE PER|,|08.marzo.2016 Hora:4:00:01 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|15.marzo.2016 Hora:10:00:00 a. m.|,|HOSPITAL DE RETALHULEU|,|800|,|01.abril.2016 Hora:8:15:13 a. m.|,|15.marzo.2016 Hora:10:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q79,553.57|,|4698509|,|22930418|,|2342855|,|363 ESPECIFICACIONES TÉCNICAS DE TOMOGRAFÍA COMPUTARIZADA AXIAL CONVENCIONAL (CODIGO 223010) CRANEO O CEREBRAL|,|29.marzo.2016 Hora:12:37:01 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|31.marzo.2016 Hora:8:00:00 a. m.|,|UNIDAD DE CONSULTA EXTERNA DE ENFERMEDADES|,|275|,|01.abril.2016 Hora:11:54:55 a. m.|,|31.marzo.2016 Hora:8:30:00 a. m.|
|1. Electricidad y aire acondicionado~2. Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q72,600.00|,|4693876|,|43236782|,|16693949|,|16 equipos de aires acondicionados tipo mini split.|,|28.marzo.2016 Hora:3:02:03 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|30.marzo.2016 Hora:3:30:00 p. m.|,|SAT - GERENCIA REGIONAL NORORIENTE|,|11~3~2|,|01.abril.2016 Hora:6:28:03 p. m.|,|30.marzo.2016 Hora:4:00:00 p. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q28,157.14|,|4657799|,|25895508|,|2342855|,|EVENTO 242-16, CODIGO 2075|,|14.marzo.2016 Hora:4:33:29 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|17.marzo.2016 Hora:9:00:00 a. m.|,|HOSPITAL DR. JUAN JOSE AREVALO BERMEJO|,|10,950|,|01.abril.2016 Hora:11:34:25 a. m.|,|17.marzo.2016 Hora:9:30:00 a. m.|
|Limpieza, fumigación y artículos afines|,|Terminado adjudicado|,|Q23,450.00|,|4660536|,|2837765|,|3441024|,|COMPRA DE INSUMOS DE LIMPIEZA PARA EL MANTENIMIENTO PREVENTIVO EN EL PALACIO MUNICIPAL|,|15.marzo.2016 Hora:10:45:14 a. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|17.marzo.2016 Hora:11:00:00 a. m.|,|DIRECCION ADMINISTRATIVA|,|150~550~350~150~25|,|01.abril.2016 Hora:10:42:54 a. m.|,|17.marzo.2016 Hora:11:30:00 a. m.|
|1. Construcción y materiales afines~2. Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q88,026.74|,|4566734|,|38461420|,|2331489|,|SERVICIO DE EXCAVACION Y ENCAMISADO CON LADRILLO DE 4 POZOS DE ABSORCION DE 15.00 METROS DE PROFUNDIDAD Y 1.50 METROS DE DIAMETRO INSTALACIONES DEL RECINTO FERIAL DEL PARQUE DE LA INDUSTRIA COPEREX.|,|23.febrero.2016 Hora:9:18:08 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|01.marzo.2016 Hora:10:00:00 a. m.|,|COMITE PERMANENTE DE EXPOSICIONES -COPEREX-|,|1|,|01.abril.2016 Hora:8:49:06 a. m.|,|01.marzo.2016 Hora:10:30:00 a. m.|
