|categoria|,|status|,|monto|,|nog|,|nit_proveedor|,|nit_comprador|,|descripcion|,|fecha_publicada|,|modalidad_compra|,|tipo_ofertas|,|fecha_presentacion_ofertas|,|nombre_comprador|,|unidades|,|fecha_adjudicada|,|fecha_cierre_ofertas|
|Muebles y mobiliario de oficina|,|Terminado adjudicado|,|Q375,694.00|,|4374657|,|26023423|,|1952684|,|Adquisición e instalación de 1 sistema de archivos móviles.|,|02.diciembre.2015 Hora:5:20:09 p. m.|,|Cotización (Art. 38 LCE)|,|Sólo en papel.|,|15.diciembre.2015 Hora:9:30:00 a. m.|,|COMPRAS -SIB-|,|1|,|04.enero.2016 Hora:5:38:12 p. m.|,|15.diciembre.2015 Hora:10:00:00 a. m.|
|Construcción y materiales afines|,|Terminado adjudicado|,|Q599,500.00|,|4394593|,|2277182|,|6760058|,|MEJORAMIENTO CALLE PARQUE ECOLOGICO SALIDA A CASERIO EL CARRIZAL, SAN CARLOS ALZATATE, JALAPA|,|16.diciembre.2015 Hora:3:19:23 p. m.|,|Cotización (Art. 38 LCE)|,|Sólo en papel.|,|30.diciembre.2015 Hora:10:00:00 a. m.|,|DIRECCIÓN MUNICIPAL DE PLANIFICACIÓN|,|1|,|04.enero.2016 Hora:9:09:31 a. m.|,|30.diciembre.2015 Hora:10:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q13,804.00|,|4389816|,|7505043|,|2318024|,|MSPAS 2015-ROO-CD-2626 (ADQUISICION DE SOLUCIONES PARA DIALISIS PERITONEAL)|,|07.diciembre.2015 Hora:9:29:52 a. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|08.diciembre.2015 Hora:9:30:00 a. m.|,|HOSPITAL ROOSEVELT|,|2|,|04.enero.2016 Hora:3:15:53 p. m.|,|08.diciembre.2015 Hora:10:00:00 a. m.|
|1. Transporte, repuestos y combustibles~2. Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q33,600.00|,|4406044|,|25902830|,|2318024|,|MSPAS No. 2015-HES-CD238 Adquisición de Bunker.|,|28.diciembre.2015 Hora:10:27:25 a. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|30.diciembre.2015 Hora:12:00:00 p. m.|,|HOSPITAL DE ESCUINTLA|,|1|,|04.enero.2016 Hora:9:10:57 a. m.|,|30.diciembre.2015 Hora:12:30:00 p. m.|
|Construcción y materiales afines|,|Terminado adjudicado|,|Q200,000.00|,|4382293|,|38723840|,|6563163|,|MEJORAMIENTO CAMINO RURAL PARAJE CHOJER-CABAL ALDEA SANTA ANA|,|15.diciembre.2015 Hora:8:49:54 a. m.|,|Cotización (Art. 38 LCE)|,|Sólo en papel.|,|29.diciembre.2015 Hora:8:00:00 a. m.|,|DIRECCION MUNICIPAL DE PLANIFICACION|,|1|,|04.enero.2016 Hora:11:08:46 a. m.|,|29.diciembre.2015 Hora:8:30:00 a. m.|
|Construcción y materiales afines|,|Terminado adjudicado|,|Q892,340.00|,|4393961|,|1027040K|,|634822K|,|MEJORAMIENTO CALLE CON ADOQUIN (325 ML.) CASERIO TWI KYAQ.JA, SAN MIGUEL IXTAHUACAN, SAN MARCOS|,|15.diciembre.2015 Hora:6:58:14 p. m.|,|Cotización (Art. 38 LCE)|,|Sólo en papel.|,|29.diciembre.2015 Hora:8:00:00 a. m.|,|MUNICIPALIDAD DE SAN MIGUEL IXTAHUACAN|,|1|,|04.enero.2016 Hora:5:35:23 p. m.|,|29.diciembre.2015 Hora:8:30:00 a. m.|
|Construcción y materiales afines|,|Terminado adjudicado|,|Q188,875.00|,|4388348|,|7910800|,|5986508|,|CONSERVACIÓN CARRETERA DE PALO SECO HACIA AGUA ZARCA (2 KILOMETROS) SANTA ANA HUISTA, HUEHUETENANGO.|,|17.diciembre.2015 Hora:2:34:18 p. m.|,|Cotización (Art. 38 LCE)|,|Sólo en papel.|,|31.diciembre.2015 Hora:8:00:00 a. m.|,|CONSTRUCCION DE OBRAS MUNICIPALES|,|1|,|04.enero.2016 Hora:1:10:06 p. m.|,|31.diciembre.2015 Hora:8:30:00 a. m.|
|1. Seguridad y armamento~2. Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q25,760.00|,|4407377|,|19640382|,|2337762|,|Contratación de servicios de vigilancia para las instalaciones de la ONSEC del 06 de enero al 29 de febrero de 2016|,|28.diciembre.2015 Hora:4:48:54 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|30.diciembre.2015 Hora:12:00:00 p. m.|,|DEPARTAMENTO DE ADMINISTRACION INTERNA ONSEC|,|1|,|04.enero.2016 Hora:9:30:19 a. m.|,|30.diciembre.2015 Hora:12:30:00 p. m.|
|Construcción y materiales afines|,|Terminado adjudicado|,|Q199,000.33|,|4394186|,|8349134|,|6434290|,|MEJORAMIENTO CAMINO RURAL CON CARRILERAS DE CONCRETO, CASERIO CAMPO SANTO, SANTA ROSA, CUBULCO, BAJA VERAPAZ|,|14.diciembre.2015 Hora:1:54:55 p. m.|,|Cotización (Art. 38 LCE)|,|Sólo en papel.|,|28.diciembre.2015 Hora:8:00:00 a. m.|,|CARLOS VINICIO LOPEZ GARCIA|,|1|,|04.enero.2016 Hora:8:31:53 a. m.|,|28.diciembre.2015 Hora:8:30:00 a. m.|
|1. Limpieza, fumigación y artículos afines~2. Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q22,550.00|,|4407350|,|54668190|,|2337762|,|Contratación de Servicios de Limpieza para las Instalaciones de la ONSEC, del 06 de enero al 29 de febrero 2016|,|28.diciembre.2015 Hora:5:25:32 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|30.diciembre.2015 Hora:12:00:00 p. m.|,|DEPARTAMENTO DE ADMINISTRACION INTERNA ONSEC|,|1|,|04.enero.2016 Hora:9:11:08 a. m.|,|30.diciembre.2015 Hora:12:30:00 p. m.|
|Construcción y materiales afines|,|Terminado adjudicado|,|Q825,000.00|,|4397320|,|1475875K|,|6563163|,|MEJORAMIENTO CALLE 2DA. ZONA 3, CALLE MORAZAN|,|16.diciembre.2015 Hora:5:53:00 p. m.|,|Cotización (Art. 38 LCE)|,|Sólo en papel.|,|30.diciembre.2015 Hora:8:00:00 a. m.|,|DIRECCION MUNICIPAL DE PLANIFICACION|,|1|,|04.enero.2016 Hora:11:26:05 a. m.|,|30.diciembre.2015 Hora:8:30:00 a. m.|
|1. Limpieza, fumigación y artículos afines~2. Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q55,250.00|,|4409809|,|54668190|,|3440494|,|SERVICIO DE LIMPIEZA, MANTENIMIENTO, CAFETERÍA Y MENSAJERÍA INTERNA Y/O EXTERNA DEL MINISTERIO DE ECONOMÍA  AÑO 2,016|,|30.diciembre.2015 Hora:4:00:34 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|04.enero.2016 Hora:9:30:00 a. m.|,|UNIDAD DE COMPRAS SERVICIOS GENERALES|,|1|,|04.enero.2016 Hora:11:41:19 a. m.|,|04.enero.2016 Hora:10:00:00 a. m.|
|Construcción y materiales afines|,|Terminado adjudicado|,|Q579,500.00|,|4394720|,|8349134|,|6434290|,|AMPLIACION ESCUELA PRIMARIA OFICIAL RURAL MIXTA, CASERÍO SACAQUEJ I. CUBULCO, BAJA VERAPAZ|,|15.diciembre.2015 Hora:2:16:30 p. m.|,|Cotización (Art. 38 LCE)|,|Sólo en papel.|,|29.diciembre.2015 Hora:8:00:00 a. m.|,|CARLOS VINICIO LOPEZ GARCIA|,|1|,|04.enero.2016 Hora:8:59:24 a. m.|,|29.diciembre.2015 Hora:8:30:00 a. m.|
|Construcción y materiales afines|,|Terminado adjudicado|,|Q349,950.00|,|4398955|,|10285059|,|6985963|,|AMPLIACIÓN ESCUELA PRIMARIA, ALDEA BILTAC, SAN SEBASTIÁN COATÁN, HUEHUETENANGO.|,|17.diciembre.2015 Hora:4:33:17 p. m.|,|Cotización (Art. 38 LCE)|,|Sólo en papel.|,|31.diciembre.2015 Hora:9:00:00 a. m.|,|DIRECCION MUNICIPAL DE PLANIFICACION|,|1|,|04.enero.2016 Hora:12:01:41 p. m.|,|31.diciembre.2015 Hora:9:30:00 a. m.|
|Construcción y materiales afines|,|Terminado adjudicado|,|Q232,000.00|,|4246349|,|8171769|,|4208447|,|MEJORAMIENTO INSTITUTO BASICO CASERÍO CHIVALÁN, ALDEA CHUACORRAL III, ALDEA CHUACORRAL III, SANTA MARIA CHIQUIMULA, TOTONICAPÁN|,|24.noviembre.2015 Hora:9:14:37 p. m.|,|Cotización (Art. 38 LCE)|,|Sólo en papel.|,|07.diciembre.2015 Hora:10:00:00 a. m.|,|DIRECCION MUNICIPAL DE PLANIFICACION|,|1|,|04.enero.2016 Hora:10:05:11 a. m.|,|07.diciembre.2015 Hora:10:30:00 a. m.|
|Construcción y materiales afines|,|Terminado adjudicado|,|Q649,990.00|,|4398939|,|22366032|,|6985963|,|AMPLIACIÓN ESCUELA PRIMARIA, ALDEA XONCOL, SAN SEBASTIÁN COATÁN, HUEHUETENANGO.|,|17.diciembre.2015 Hora:3:55:49 p. m.|,|Cotización (Art. 38 LCE)|,|Sólo en papel.|,|31.diciembre.2015 Hora:8:00:00 a. m.|,|DIRECCION MUNICIPAL DE PLANIFICACION|,|1|,|04.enero.2016 Hora:11:51:42 a. m.|,|31.diciembre.2015 Hora:8:30:00 a. m.|
|Construcción y materiales afines|,|Terminado adjudicado|,|Q200,000.00|,|4382323|,|38723840|,|6563163|,|MEJORAMIENTO CALLE 1RA. ENTRE 3RA. Y 4TA AVENIDA ZONA 4|,|15.diciembre.2015 Hora:9:22:16 a. m.|,|Cotización (Art. 38 LCE)|,|Sólo en papel.|,|29.diciembre.2015 Hora:8:00:00 a. m.|,|DIRECCION MUNICIPAL DE PLANIFICACION|,|1|,|04.enero.2016 Hora:11:09:52 a. m.|,|29.diciembre.2015 Hora:8:30:00 a. m.|
|Construcción y materiales afines|,|Terminado adjudicado|,|Q839,018.50|,|4391691|,|36637238|,|6180698|,|SUMINISTRO DE TUBERÍA PVC PARA MANTENIMIENTO DE DRENAJE DE AGUAS PLUVIALES EN EL MUNICIPIO DE SANTA CATARINA PINULA|,|11.diciembre.2015 Hora:7:41:45 p. m.|,|Cotización (Art. 38 LCE)|,|Sólo en papel.|,|24.diciembre.2015 Hora:8:00:00 a. m.|,|CONTRATACIONES|,|3|,|05.enero.2016 Hora:6:21:27 p. m.|,|24.diciembre.2015 Hora:8:30:00 a. m.|
|Alimentos y semillas|,|Terminado adjudicado|,|Q59,517.86|,|4405862|,|9986294|,|2342855|,|SUMINISTRO DE RACIONES DE ALIMENTACION PARA PERSONAL IGSS CHIQUIMULA, DURANTE TRES MESES|,|28.diciembre.2015 Hora:9:09:23 a. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|30.diciembre.2015 Hora:9:30:00 a. m.|,|CONSULTORIO CHIQUIMULA, CHIQUIMULA|,|4|,|05.enero.2016 Hora:10:57:14 a. m.|,|30.diciembre.2015 Hora:10:00:00 a. m.|
|Seguros, fianzas y servicios bancarios|,|Terminado adjudicado|,|Q372,982.62|,|4377575|,|22436693|,|5150019|,|SERVICIO DE SEGURO PARA VEHÍCULOS MOTOCICLETAS Y MAQUINARIA PESADA|,|10.diciembre.2015 Hora:7:51:35 p. m.|,|Cotización (Art. 38 LCE)|,|Sólo en papel.|,|23.diciembre.2015 Hora:9:00:00 a. m.|,|DEPARTAMENTO DE COMPRAS|,|1|,|05.enero.2016 Hora:5:54:15 p. m.|,|23.diciembre.2015 Hora:9:30:00 a. m.|
|Construcción y materiales afines|,|Terminado adjudicado|,|Q2,494,000.00|,|4317912|,|11849398|,|5883644|,|MEJORAMIENTO CALLE 14 CALLE ZONA 2 SEGUNDA FASE, QUETZALTENANGO|,|04.noviembre.2015 Hora:8:24:44 a. m.|,|Licitación Pública (Art. 17 LCE)|,|Sólo en papel.|,|16.diciembre.2015 Hora:8:00:00 a. m.|,|COORDINADOR DE PUBLICACIONES|,|1|,|05.enero.2016 Hora:11:15:35 a. m.|,|16.diciembre.2015 Hora:8:30:00 a. m.|
|Construcción y materiales afines|,|Terminado adjudicado|,|Q499,900.00|,|4059913|,|16454057|,|4209508|,|CONSTRUCCION EDIFICIO SALON COMUNAL  CASERIO SANTA CRUZ LAREDO, SANTO DOMINGO SUCHITPEQUEZ|,|15.diciembre.2015 Hora:10:38:16 a. m.|,|Cotización (Art. 38 LCE)|,|Sólo en papel.|,|29.diciembre.2015 Hora:10:00:00 a. m.|,|MUNICIPALIDAD DE SANTO DOMINGO SUCHITEPEQUEZ|,|1|,|05.enero.2016 Hora:12:06:31 p. m.|,|29.diciembre.2015 Hora:10:30:00 a. m.|
|1. Limpieza, fumigación y artículos afines~2. Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q6,615.76|,|4407318|,|4944|,|2342855|,|SERVICIO DE LAVADO Y PLANCHADO DE INSUMOS DE ROPERIA DE LA UNIDAD PERIFERICA ZONA ONCE PARA EL MES DE ENERO DE 2016|,|28.diciembre.2015 Hora:3:58:55 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|29.diciembre.2015 Hora:4:05:00 p. m.|,|UNIDAD PERIFERICA ZONA 11|,|1|,|05.enero.2016 Hora:7:51:59 a. m.|,|29.diciembre.2015 Hora:4:35:00 p. m.|
|Construcción y materiales afines|,|Terminado adjudicado|,|Q1,857,000.00|,|4296648|,|20534892|,|5883644|,|MEJORAMIENTO CALLE ENTRADA PRINCIPAL SECTOR 6 ALDEA SAN JOSE CHIQUILAJA A UN COSTADO DEL AEROPUERTO, DE AUTOPISTA LOS ALTOS|,|21.octubre.2015 Hora:3:43:57 p. m.|,|Licitación Pública (Art. 17 LCE)|,|Sólo en papel.|,|02.diciembre.2015 Hora:2:00:00 p. m.|,|COORDINADOR DE PUBLICACIONES|,|1|,|05.enero.2016 Hora:11:22:46 a. m.|,|02.diciembre.2015 Hora:2:30:00 p. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q87,400.00|,|4408381|,|30428378|,|2318024|,|ADQUISICION DE PRUEBAS PARA HEMATOLOGIA|,|29.diciembre.2015 Hora:2:38:05 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|31.diciembre.2015 Hora:9:00:00 a. m.|,|HOSPITAL DE CUILAPA|,|1|,|05.enero.2016 Hora:3:59:10 p. m.|,|31.diciembre.2015 Hora:9:30:00 a. m.|
|1. Salud e insumos hospitalarios~2. Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q24,750.00|,|4402235|,|57908877|,|2318024|,|ADQUISICIÓN DE  ETOPOSIDE  SOLUCION INYECTABLE O POLVO LIOFILIZADO, MSPAS No. 2015-ROO-CD-2779.|,|17.diciembre.2015 Hora:3:04:50 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|18.diciembre.2015 Hora:10:30:00 a. m.|,|HOSPITAL ROOSEVELT|,|1|,|05.enero.2016 Hora:3:49:21 p. m.|,|18.diciembre.2015 Hora:11:00:00 a. m.|
|1. Computación y telecomunicaciones~2. Muebles y mobiliario de oficina~3. Papelería y artículos de librería~4. Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q884,600.00|,|4366492|,|4925343|,|44916825|,|Servicio de arrendamiento de equipo multifuncional, necesario para imprimir fotocopiar y escanear documentos.|,|14.diciembre.2015 Hora:3:40:43 p. m.|,|Cotización (Art. 38 LCE)|,|Sólo en papel.|,|28.diciembre.2015 Hora:10:00:00 a. m.|,|REGISTRO DE INFORMACION CATASTRAL DE GUATEMALA 101|,|1|,|05.enero.2016 Hora:1:53:52 p. m.|,|28.diciembre.2015 Hora:10:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q6,964.29|,|4412362|,|38486342|,|2342855|,|MATERIAL DE OSTEOSINTESIS PARA EL PACIENTE LETZER MANOLO TEJEDA  CON AFILIACION  183351832 FECHA DE OPERACION 06/01/2016 SOLICITA DR. RAUL JAUREGUI.|,|05.enero.2016 Hora:10:45:38 a. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|05.enero.2016 Hora:11:45:00 a. m.|,|HOSPITAL DE ESCUINTLA|,|3|,|05.enero.2016 Hora:12:28:35 p. m.|,|05.enero.2016 Hora:12:15:00 p. m.|
|1. Construcción y materiales afines~2. Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q80,900.00|,|4407881|,|38684675|,|2318024|,|MSPAS-No. 2015-ROO-CD- 2817 ARRENDAMIENTO DE BRONCOSCOPIO|,|29.diciembre.2015 Hora:1:58:07 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|30.diciembre.2015 Hora:10:30:00 a. m.|,|HOSPITAL ROOSEVELT|,|1|,|05.enero.2016 Hora:2:35:22 p. m.|,|30.diciembre.2015 Hora:11:00:00 a. m.|
|1. Construcción y materiales afines~2. Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q55,000.00|,|4354508|,|23036567|,|637672K|,|MANTENIMIENTO PREVENTIVO PARA EL SISTEMA DE BOMBEO Y POZO MECÁNICO DEL EDIFICIO DE LA CONTRALORÍA GENERAL DE CUENTAS DE ZONA 13, PARA EL EJERCICIO 2016.|,|20.noviembre.2015 Hora:9:32:18 a. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|26.noviembre.2015 Hora:10:00:00 a. m.|,|CONTRALORIA GENERAL DE CUENTAS|,|1|,|05.enero.2016 Hora:4:32:30 p. m.|,|26.noviembre.2015 Hora:10:30:00 a. m.|
|1. Construcción y materiales afines~2. Salud e insumos hospitalarios~3. Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q18,990.00|,|4400003|,|5970377|,|2318024|,|REMOZAMIENTO PARA EL LABORATORIO DE GASTROENTEROLOGIA, MSPAS 2015-ROO-CD-2766.|,|16.diciembre.2015 Hora:9:56:01 a. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|18.diciembre.2015 Hora:8:30:00 a. m.|,|HOSPITAL ROOSEVELT|,|1|,|05.enero.2016 Hora:9:09:15 a. m.|,|18.diciembre.2015 Hora:9:00:00 a. m.|
|Construcción y materiales afines|,|Terminado adjudicado|,|Q279,200.00|,|4388208|,|12648108|,|6205097|,|MEJORAMIENTO CAMINO RURAL ENTRADA A COLONIA NUEVA ESPERANZA, ALDEA EL CUNTIC SECTOR II, ZARAGOZA, CHIMALTENANGO|,|10.diciembre.2015 Hora:4:37:26 p. m.|,|Cotización (Art. 38 LCE)|,|Sólo en papel.|,|23.diciembre.2015 Hora:11:00:00 a. m.|,|DIRECCION MUNICIPAL DE PLANIFICACION|,|1|,|05.enero.2016 Hora:3:03:23 p. m.|,|23.diciembre.2015 Hora:11:30:00 a. m.|
|Construcción y materiales afines|,|Terminado adjudicado|,|Q565,344.00|,|4391950|,|11972971|,|6683835|,|CONSTRUCCION SISTEMA DE AGUA POTABLE CASERIO EL MIRADOR, JALAPA|,|11.diciembre.2015 Hora:4:08:22 p. m.|,|Cotización (Art. 38 LCE)|,|Sólo en papel.|,|24.diciembre.2015 Hora:8:00:00 a. m.|,|MUNICIPALIDAD DE JALAPA|,|1|,|05.enero.2016 Hora:2:12:50 p. m.|,|24.diciembre.2015 Hora:8:30:00 a. m.|
|Transporte, repuestos y combustibles|,|Terminado adjudicado|,|Q218,200.00|,|4378245|,|39424472|,|5986508|,|SUBSIDIO POR EXTRACCIÓN DE BASURA DE LA CABECERA MUNICIPAL Y ALDEA LOP, SANTA ANA HUISTA, HUEHUETENANGO|,|04.diciembre.2015 Hora:11:12:39 a. m.|,|Cotización (Art. 38 LCE)|,|Sólo en papel.|,|17.diciembre.2015 Hora:11:00:00 a. m.|,|CONSTRUCCION DE OBRAS MUNICIPALES|,|1|,|05.enero.2016 Hora:9:40:35 a. m.|,|17.diciembre.2015 Hora:11:30:00 a. m.|
|Construcción y materiales afines|,|Terminado adjudicado|,|Q1,385,083.00|,|4164474|,|4623134|,|4998952|,|Remodelación del Salón Atitlán del Centro de Capacitación Las Ninfas (N-07).|,|29.septiembre.2015 Hora:1:19:03 p. m.|,|Licitación Pública (Art. 17 LCE)|,|Sólo en papel.|,|09.noviembre.2015 Hora:11:15:00 a. m.|,|DIRECCION|,|1|,|05.enero.2016 Hora:8:43:33 a. m.|,|09.noviembre.2015 Hora:11:45:00 a. m.|
|Computación y telecomunicaciones|,|Terminado adjudicado|,|Q15,000.00|,|4403576|,|24408999|,|2342855|,|ENLACE DEDICADO DE RED DE 2 Mbps PARA CONECTAR LA OFICINA DE ADSCRIPCIÓN Y ACREDITACIÓN DE DERECHOS SAN ANTONIO SUCHITEPEQUEZ, CON OFICINAS CENTRALES DEL IGSS|,|21.diciembre.2015 Hora:12:01:37 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|28.diciembre.2015 Hora:9:00:00 a. m.|,|HOSPITAL DE MAZATENANGO|,|1|,|05.enero.2016 Hora:1:45:02 p. m.|,|28.diciembre.2015 Hora:9:30:00 a. m.|
