UNIVERSIDAD DE SAN CARLOS DE GUATEMALA -USAC-|GUATEMALA|2551179|11300060 - UNIV. DE SAN CARLOS DE GUAT. -USAC-.|COORDINADORA DE INFORMACIÓN PÚBLICA|GUATEMALA
MINISTERIO DE FINANZAS PÚBLICAS|GUATEMALA|3378284|11130007 - MINISTERIO DE FINANZAS PÚBLICAS|DIRECCION NORMATIVA DE CONTRATACIONES Y ADQUISICIONES DEL ESTADO|GUATEMALA
ORGANISMO JUDICIAL|QUETZALTENANGO|3377725|11120002 - ORGANISMO JUDICIAL|UNIDAD DE COMPRAS REGIONAL DE QUETZALTENANGO|QUETZALTENANGO
ORGANISMO JUDICIAL|GUATEMALA|3377725|11120002 - ORGANISMO JUDICIAL|DEPARTAMENTO DE ADQUISICIONES DE BIENES Y SERVICIOS|GUATEMALA
SECRETARÍA DE COORDINACIÓN EJECUTIVA DE LA PRESIDENCIA|GUATEMALA|6881173|11130016 - SECRETARÍA DE COORDINACION  EJECUTIVA  DE LA PRESIDENCIA|DEPARTAMENTO FINANCIERO SCEP-CENTRAL|GUATEMALA
MUNICIPALIDAD DE SAN CARLOS ALZATATE, JALAPA|JALAPA|6760058|12102105 - MUNICIPALIDAD DE SAN CARLOS ALZATATE|DIRECCIÓN MUNICIPAL DE PLANIFICACIÓN|ϻ�COBáN
MUNICIPALIDAD DE OLINTEPEQUE, QUETZALTENANGO|QUETZALTENANGO|6720749|12100903 - MUNICIPALIDAD DE OLINTEPEQUE|UNIDAD DE COMPRAS|OLINTEPEQUE
MUNICIPALIDAD DE RETALHULEU, RETALHULEU|RETALHULEU|4273109|12101101 - MUNICIPALIDAD DE RETALHULEU|UNIDAD DE COMPRAS|RETALHULEU
CONFEDERACIÓN DEPORTIVA AUTÓNOMA DE GUATEMALA -CDAG-|GUATEMALA|954454|11300061 - CONFED. DEPORTIVA AUT. DE GUAT. -CDAG-.|UNIDAD DE COMPRAS CDAG|GUATEMALA
INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-|GUATEMALA|2342855|11400068 - INST. GUAT. DE SEGURIDAD SOCIAL -IGSS-|UNIDAD PERIFERICA ZONA 11|GUATEMALA
INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-|ALTA VERAPAZ|2342855|11400068 - INST. GUAT. DE SEGURIDAD SOCIAL -IGSS-|CONSULTORIO ANTIGUA GUATEMALA, SACATEPEQUEZ|ANTIGUA GUATEMALA
INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-|IZABAL|2342855|11400068 - INST. GUAT. DE SEGURIDAD SOCIAL -IGSS-|HOSPITAL DEPARTAMENTAL PUERTO BARRIOS, IZABAL|PUERTO BARRIOS
INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-|GUATEMALA|2342855|11400068 - INST. GUAT. DE SEGURIDAD SOCIAL -IGSS-|DEPARTAMENTO DE SERVICIOS DE APOYO|GUATEMALA
INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-|GUATEMALA|2342855|11400068 - INST. GUAT. DE SEGURIDAD SOCIAL -IGSS-|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|MIXCO
INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-|GUATEMALA|2342855|11400068 - INST. GUAT. DE SEGURIDAD SOCIAL -IGSS-|HOSPITAL GENERAL DE ENFERMEDADES|GUATEMALA
INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-|GUATEMALA|2342855|11400068 - INST. GUAT. DE SEGURIDAD SOCIAL -IGSS-|HOSPITAL DR. JUAN JOSE AREVALO BERMEJO|GUATEMALA
INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-|IZABAL|2342855|11400068 - INST. GUAT. DE SEGURIDAD SOCIAL -IGSS-|CONSULTORIO EL ESTOR, IZABAL|EL ESTOR
INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-|ALTA VERAPAZ|2342855|11400068 - INST. GUAT. DE SEGURIDAD SOCIAL -IGSS-|HOSPITAL DE PATULUL, SUCHITEPEQUEZ|PATULUL
INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-|SAN MARCOS|2342855|11400068 - INST. GUAT. DE SEGURIDAD SOCIAL -IGSS-|HOSPITAL DE MALACATAN, SAN MARCOS|ϻ�COBáN
INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-|GUATEMALA|2342855|11400068 - INST. GUAT. DE SEGURIDAD SOCIAL -IGSS-|UNIDAD ASISTENCIAL AMATITLAN, GUATEMALA|ϻ�COBáN
INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-|JUTIAPA|2342855|11400068 - INST. GUAT. DE SEGURIDAD SOCIAL -IGSS-|CONSULTORIO JUTIAPA, JUTIAPA|JUTIAPA
INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-|GUATEMALA|2342855|11400068 - INST. GUAT. DE SEGURIDAD SOCIAL -IGSS-|UNIDAD PERIFERICA ZONA 5|GUATEMALA
INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-|CHIQUIMULA|2342855|11400068 - INST. GUAT. DE SEGURIDAD SOCIAL -IGSS-|CONSULTORIO CHIQUIMULA, CHIQUIMULA|CHIQUIMULA
INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-|RETALHULEU|2342855|11400068 - INST. GUAT. DE SEGURIDAD SOCIAL -IGSS-|CONSULTORIO SAN FELIPE, RETALHULEU|ϻ�COBáN
INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-|GUATEMALA|2342855|11400068 - INST. GUAT. DE SEGURIDAD SOCIAL -IGSS-|CENTRO DE ATENCION MEDICA INTEGRAL PARA PENSIONADOS (CAMIP)|GUATEMALA
INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-|GUATEMALA|2342855|11400068 - INST. GUAT. DE SEGURIDAD SOCIAL -IGSS-|UNIDAD DE CONSULTA EXTERNA DE ESPECIALIDADES MEDICO-QUIRURGICAS GERONA|GUATEMALA
INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-|GUATEMALA|2342855|11400068 - INST. GUAT. DE SEGURIDAD SOCIAL -IGSS-|HOSPITAL DE REHABILITACION|GUATEMALA
INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-|ALTA VERAPAZ|2342855|11400068 - INST. GUAT. DE SEGURIDAD SOCIAL -IGSS-|CONSULTORIO SAN LUCAS TOLIMAN, SOLOLA|ϻ�COBáN
INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-|ALTA VERAPAZ|2342855|11400068 - INST. GUAT. DE SEGURIDAD SOCIAL -IGSS-|HOSPITAL COBAN, ALTA VERAPAZ|ϻ�COBáN
INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-|ZACAPA|2342855|11400068 - INST. GUAT. DE SEGURIDAD SOCIAL -IGSS-|CONSULTORIO GUALAN, ZACAPA|ϻ�COBáN
INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-|ALTA VERAPAZ|2342855|11400068 - INST. GUAT. DE SEGURIDAD SOCIAL -IGSS-|HOSPITAL DE CHICACAO, SUCHITEPEQUEZ|CHICACAO
INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-|ALTA VERAPAZ|2342855|11400068 - INST. GUAT. DE SEGURIDAD SOCIAL -IGSS-|CONSULTORIO DE TOTONICAPAN, TOTONICAPAN|ϻ�COBáN
INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-|GUATEMALA|2342855|11400068 - INST. GUAT. DE SEGURIDAD SOCIAL -IGSS-|CENTRO DE ATENCION MEDICA INTEGRAL PARA PENSIONADOS, CAMIP 2 BARRANQUILLA|GUATEMALA
INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-|QUETZALTENANGO|2342855|11400068 - INST. GUAT. DE SEGURIDAD SOCIAL -IGSS-|HOSPITAL DE QUETZALTENANGO|QUETZALTENANGO
INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-|ESCUINTLA|2342855|11400068 - INST. GUAT. DE SEGURIDAD SOCIAL -IGSS-|HOSPITAL SANTA LUCIA COTZUMALGUAPA, ESCUINTLA|ϻ�COBáN
INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-|SAN MARCOS|2342855|11400068 - INST. GUAT. DE SEGURIDAD SOCIAL -IGSS-|HOSPITAL EL TUMBADOR, SAN MARCOS|EL TUMBADOR
INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-|ESCUINTLA|2342855|11400068 - INST. GUAT. DE SEGURIDAD SOCIAL -IGSS-|CONSULTORIO PUERTO DE SAN JOSE, ESCUINTLA|ϻ�COBáN
INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-|GUATEMALA|2342855|11400068 - INST. GUAT. DE SEGURIDAD SOCIAL -IGSS-|SUBGERENCIA DE PRESTACIONES EN SALUD|GUATEMALA
INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-|GUATEMALA|2342855|11400068 - INST. GUAT. DE SEGURIDAD SOCIAL -IGSS-|CENTRO DE ATENCIÓN MÉDICA INTEGRAL PARA PENSIONADOS CAMIP 3 ZUNIL|MIXCO
INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-|ESCUINTLA|2342855|11400068 - INST. GUAT. DE SEGURIDAD SOCIAL -IGSS-|HOSPITAL TIQUISATE, ESCUINTLA|ϻ�COBáN
INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-|GUATEMALA|2342855|11400068 - INST. GUAT. DE SEGURIDAD SOCIAL -IGSS-|HOSPITAL DE GINECO OBSTETRICIA|GUATEMALA
INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-|ALTA VERAPAZ|2342855|11400068 - INST. GUAT. DE SEGURIDAD SOCIAL -IGSS-|CONSULTORIO SANTA CRUZ DEL QUICHE, QUICHE|ϻ�COBáN
INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-|GUATEMALA|2342855|11400068 - INST. GUAT. DE SEGURIDAD SOCIAL -IGSS-|SUBGERENCIA FINANCIERA|GUATEMALA
INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-|EL PROGRESO|2342855|11400068 - INST. GUAT. DE SEGURIDAD SOCIAL -IGSS-|CONSULTORIO GUASTATOYA, EL PROGRESO|GUASTATOYA
INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-|QUETZALTENANGO|2342855|11400068 - INST. GUAT. DE SEGURIDAD SOCIAL -IGSS-|HOSPITAL DE COLOMBA, QUETZALTENANGO|COLOMBA
INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-|RETALHULEU|2342855|11400068 - INST. GUAT. DE SEGURIDAD SOCIAL -IGSS-|HOSPITAL DE RETALHULEU|RETALHULEU
INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-|JALAPA|2342855|11400068 - INST. GUAT. DE SEGURIDAD SOCIAL -IGSS-|CONSULTORIO JALAPA, JALAPA|JALAPA
INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-|ESCUINTLA|2342855|11400068 - INST. GUAT. DE SEGURIDAD SOCIAL -IGSS-|HOSPITAL DE ESCUINTLA|ESCUINTLA
INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-|ESCUINTLA|2342855|11400068 - INST. GUAT. DE SEGURIDAD SOCIAL -IGSS-|CONSULTORIO PALIN, ESCUINTLA|ϻ�COBáN
INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-|GUATEMALA|2342855|11400068 - INST. GUAT. DE SEGURIDAD SOCIAL -IGSS-|SUBGERENCIA DE PRESTACIONES PECUNIARIAS|GUATEMALA
INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-|CHIMALTENANGO|2342855|11400068 - INST. GUAT. DE SEGURIDAD SOCIAL -IGSS-|HOSPITAL CHIMALTENANGO, CHIMALTENANGO|CHIMALTENANGO
INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-|ALTA VERAPAZ|2342855|11400068 - INST. GUAT. DE SEGURIDAD SOCIAL -IGSS-|HOSPITAL DE MAZATENANGO|MAZATENANGO
INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-|ESCUINTLA|2342855|11400068 - INST. GUAT. DE SEGURIDAD SOCIAL -IGSS-|CONSULTORIO LA GOMERA, ESCUINTLA|LA GOMERA
INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-|ZACAPA|2342855|11400068 - INST. GUAT. DE SEGURIDAD SOCIAL -IGSS-|CONSULTORIO ZACAPA, ZACAPA|ZACAPA
INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-|GUATEMALA|2342855|11400068 - INST. GUAT. DE SEGURIDAD SOCIAL -IGSS-|POLICLINICA|GUATEMALA
INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-|ALTA VERAPAZ|2342855|11400068 - INST. GUAT. DE SEGURIDAD SOCIAL -IGSS-|DIRECCION DEPARTAMENTAL DE SUCHITEPEQUEZ|MAZATENANGO
INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-|ALTA VERAPAZ|2342855|11400068 - INST. GUAT. DE SEGURIDAD SOCIAL -IGSS-|SALA ANEXA HOSPITAL NACIONAL SAN BENITO PETEN, PETEN|ϻ�COBáN
INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-|GUATEMALA|2342855|11400068 - INST. GUAT. DE SEGURIDAD SOCIAL -IGSS-|UNIDAD DE CONSULTA EXTERNA DE ENFERMEDADES|GUATEMALA
INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-|ALTA VERAPAZ|2342855|11400068 - INST. GUAT. DE SEGURIDAD SOCIAL -IGSS-|CONSULTORIO SOLOLA Y SALA ANEXA HOSPITAL NACIONAL|ϻ�COBáN
SECRETARÍA CONTRA LA VIOLENCIA SEXUAL, EXPLOTACION Y TRATA DE PERSONAS|GUATEMALA|74639234|11130016 - SECRETARIA CONTRA LA VIOLENCIA SEXUAL, EXPLOTACION Y TRATA DE PERSONAS|UNIDAD DE COMPRAS SVET|GUATEMALA
INSTITUTO NACIONAL DE ELECTRIFICACIÓN -INDE|GUATEMALA|2455404|21100080 - INST. NACIONAL DE ELECTRIFICACISN -INDE|GERENCIA SERVICIOS CORPORATIVOS|GUATEMALA
INSTITUTO NACIONAL DE ELECTRIFICACIÓN -INDE|GUATEMALA|2455404|21100080 - INST. NACIONAL DE ELECTRIFICACISN -INDE|EMPRESA ETCEE SISTEMA CENTRAL|VILLA NUEVA
INSTITUTO NACIONAL DE ELECTRIFICACIÓN -INDE|GUATEMALA|2455404|21100080 - INST. NACIONAL DE ELECTRIFICACISN -INDE|EMPRESA ETCEE GERENCIA|GUATEMALA
INSTITUTO NACIONAL DE ELECTRIFICACIÓN -INDE|QUETZALTENANGO|2455404|21100080 - INST. NACIONAL DE ELECTRIFICACISN -INDE|EMPRESA ETCEE SISTEMA OCCIDENTAL|QUETZALTENANGO
SECRETARÍA DE ASUNTOS AGRARIOS DE LA PRESIDENCIA DE LA REPÚBLICA|GUATEMALA|29514746|11130016 - SECRETARÍA DE ASUNTOS AGRARIOS DE LA PRESIDENCIA DE LA REP|UNIDAD DE COMPRAS DE LA SAA|GUATEMALA
MUNICIPALIDAD DE SANTO DOMINGO SUCHITEPEQUEZ, SUCHITEPÉQUEZ|ALTA VERAPAZ|4209508|12101006 - MUNICIPALIDAD DE SANTO DOMINGO SUCHITEPEQUEZ|MUNICIPALIDAD DE SANTO DOMINGO SUCHITEPEQUEZ|SANTO DOMINGO SUCHITEPEQUEZ
SUPERINTENDENCIA DE BANCOS -SIB-|GUATEMALA|1952684|22210033 - SUPERINTENDENCIA DE BANCOS -SIB-|COMPRAS -SIB-|GUATEMALA
OFICINA NACIONAL DE SERVICIO CIVIL|GUATEMALA|2337762|11130016 - OFICINA NACIONAL DE SERVICIO CIVIL|DEPARTAMENTO DE ADMINISTRACION INTERNA ONSEC|GUATEMALA
INSTITUTO GUATEMALTECO DE TURISMO -INGUAT-|GUATEMALA|3441008|11200053 - INST. GUATEMALTECO DE TURISMO -INGUAT-|SECCIÓN DE COMPRAS|GUATEMALA
MUNICIPALIDAD DE SAN RAYMUNDO, GUATEMALA|GUATEMALA|4630963|12100111 - MUNICIPALIDAD DE SAN RAYMUNDO|UNIDAD DE COMPRAS ALMACEN E INVENTARIO|SAN RAYMUNDO
REGISTRO DE INFORMACIÓN CATASTRAL|GUATEMALA|44916825|11140065 - REGISTRO DE INFORMACION CATASTRAL DE GUATEMALA -RIC-|REGISTRO DE INFORMACION CATASTRAL DE GUATEMALA 101|GUATEMALA
CONGRESO DE LA REPÚBLICA|GUATEMALA|3377709|11110001 - CONGRESO DE LA REPUBLICA|DEPARTAMENTO DE COMPRAS|GUATEMALA
MUNICIPALIDAD DE MATAQUESCUINTLA, JALAPA|JALAPA|3208079|12102107 - MUNICIPALIDAD DE MATAQUESCUINTLA|OFICINA MUNICIPAL DE PLANIFICACIÓN (OMP)|MATAQUESCUINTLA
MUNICIPALIDAD DE VILLA NUEVA, GUATEMALA|GUATEMALA|5150019|12100115 - MUNICIPALIDAD DE VILLA NUEVA|DEPARTAMENTO DE COMPRAS|VILLA NUEVA
MUNICIPALIDAD DE PATZUN, CHIMALTENANGO|CHIMALTENANGO|6452205|12100407 - MUNICIPALIDAD DE PATZUN|UNIDAD DE COMPRAS Y DMP|ϻ�COBáN
MUNICIPALIDAD DE HUEHUETENANGO, HUEHUETENANGO|HUEHUETENANGO|4623479|12101301 - MUNICIPALIDAD DE HUEHUETENANGO|JUNTA DE COTIZACIONES|HUEHUETENANGO
MUNICIPALIDAD DE CHICHE, QUICHÉ|ALTA VERAPAZ|6734391|12101402 - MUNICIPALIDAD DE CHICHE|TESORERIA, MUNICIPALIDAD DE CHICHE|ϻ�COBáN
MUNICIPALIDAD DE SAYAXCHE, PETÉN|ALTA VERAPAZ|2835126|12101710 - MUNICIPALIDAD DE SAYAXCHE|DMP MUNICIPALIDAD SAYAXCHE, PETEN|ϻ�COBáN
COMITÉ PERMANENTE DE EXPOSICIONES -COPEREX-|GUATEMALA|2331489|11200050 - COMITE PERM. DE  EXPOSICIONES -COPEREX-|COMITE PERMANENTE DE EXPOSICIONES -COPEREX-|GUATEMALA
COORDINADORA NACIONAL PARA LA REDUCCION DE DESASTRES|GUATEMALA|4293347|11140029 - COORDINADORA NACIONAL PARA LA REDUCCION DE DESASTRES|COMPRAS CONRED|GUATEMALA
MUNICIPALIDAD DE SAN IDELFONSO IXTAHUACÁN, HUEHUETENANGO|HUEHUETENANGO|5986494|12101309 - MUNICIPALIDAD DE IXTAHUACAN|UNIDAD COMPRADORA|ϻ�COBáN
CONSEJO NACIONAL PARA LA PROTECCIÓN DE LA ANTIGUA GUATEMALA -CNPAG-|ALTA VERAPAZ|2010526|11200036 - CJO. NAC. PARA LA PROT. DE LA ANT. GUAT. -CNPAG-|UNIDAD COMPRADORA GENERAL|ANTIGUA GUATEMALA
MUNICIPALIDAD DE SANTA MARIA CHIQUIMULA, TOTONICAPÁN|ALTA VERAPAZ|4208447|12100806 - MUNICIPALIDAD DE SANTA MARIA CHIQUIMULA|DIRECCION MUNICIPAL DE PLANIFICACION|ϻ�COBáN
MINISTERIO DE AGRICULTURA, GANADERIA Y ALIMENTACIÓN|GUATEMALA|3440273|11130012 - MINISTERIO DE AGRICULTURA, GANADERÍA Y ALIMENTACIÓN|ADMINISTRACION FINANCIERA|GUATEMALA
MINISTERIO DE AGRICULTURA, GANADERIA Y ALIMENTACIÓN|GUATEMALA|3440273|11130012 - MINISTERIO DE AGRICULTURA, GANADERÍA Y ALIMENTACIÓN|CARTOGRAFIA NACIONAL IGN|GUATEMALA
MUNICIPALIDAD DE GUATEMALA, GUATEMALA|GUATEMALA|3441024|12100101 - MUNICIPALIDAD DE GUATEMALA|DEPARTAMENTO DE COMPRAS|GUATEMALA
MUNICIPALIDAD DE UNIÓN CANTINIL, HUEHUETENANGO|HUEHUETENANGO|44341008|12101332 - MUNICIPALIDAD DE UNION CANTINIL|ALCALDIA MUNICIPAL|ϻ�COBáN
COMITÉ OLÍMPICO GUATEMALTECO -COG-|GUATEMALA|3052915|11300062 - COMITE OLIMPICO GUATEMALTECO  -COG-|UNIDAD COMPRADORA CENTRAL|GUATEMALA
MINISTERIO DE CULTURA Y DEPORTES|GUATEMALA|662801K|11130015 - MINISTERIO DE CULTURA Y DEPORTES|DEPARTAMENTO DE COMPRAS DIRECCIÓN GENERAL DEL PATRIMONIO CULTURAL Y NATURAL|GUATEMALA
MINISTERIO DE CULTURA Y DEPORTES|GUATEMALA|662801K|11130015 - MINISTERIO DE CULTURA Y DEPORTES|DIRECCION GENERAL DE DESARROLLO CULTURAL Y FORTALECIMIENTO DE LAS CULTURAS|GUATEMALA
MINISTERIO DE CULTURA Y DEPORTES|GUATEMALA|662801K|11130015 - MINISTERIO DE CULTURA Y DEPORTES|DIRECCION GENERAL DEL DEPORTE Y LA RECREACIÓN|GUATEMALA
MUNICIPALIDAD DE SAN JOSÉ DEL GOLFO, GUATEMALA|GUATEMALA|6603939|12100104 - MUNICIPALIDAD DE SAN JOSE DEL GOLFO|TESORERIA MUNICIPAL|ϻ�COBáN
CONTRALORÍA GENERAL DE CUENTAS|GUATEMALA|637672K|11140020 - CONTRALORÍA GENERAL DE CUENTAS|CONTRALORIA GENERAL DE CUENTAS|GUATEMALA
MINISTERIO DE ENERGIA Y MINAS|GUATEMALA|3377938|11130014 - MINISTERIO DE ENERGÍA Y MINAS|DIRECCION SUPERIOR|GUATEMALA
FIDEICOMISO DE TRANSPORTE DE LA CIUDAD DE GUATEMALA|GUATEMALA|8508682|11130007 - MINISTERIO DE FINANZAS PÚBLICAS|FIDEICOMISO DE TRANSPORTE DE LA CIUDAD DE GUATEMALA -FIDEMUNI-|GUATEMALA
MUNICIPALIDAD DE SAN FRANCISCO EL ALTO, TOTONICAPÁN|ALTA VERAPAZ|6771505|12100803 - MUNICIPALIDAD DE SAN FRANCISCO EL ALTO|DEPARTAMENTO DE COMPRAS|SAN FRANCISCO EL ALTO
MINISTERIO DE SALUD PÚBLICA|GUATEMALA|2318024|11130009 - MINISTERIO DE SALUD PÚBLICA Y ASISTENCIA SOCIAL|LABORATORIO NACIONAL DE SALUD|VILLA NUEVA
MINISTERIO DE SALUD PÚBLICA|GUATEMALA|2318024|11130009 - MINISTERIO DE SALUD PÚBLICA Y ASISTENCIA SOCIAL|INICIATIVA MULTISECTORIAL PARA IMPLEMENTAR ESTRATEGIAS DE PREV Y CONTROL DE LA MALARIA EN GUATEMALA|GUATEMALA
MINISTERIO DE SALUD PÚBLICA|QUETZALTENANGO|2318024|11130009 - MINISTERIO DE SALUD PÚBLICA Y ASISTENCIA SOCIAL|HOSPITAL NACIONAL DOCTOR RODOLFO ROBLES|QUETZALTENANGO
MINISTERIO DE SALUD PÚBLICA|IZABAL|2318024|11130009 - MINISTERIO DE SALUD PÚBLICA Y ASISTENCIA SOCIAL|HOSPITAL DE PUERTO BARRIOS|PUERTO BARRIOS
MINISTERIO DE SALUD PÚBLICA|ALTA VERAPAZ|2318024|11130009 - MINISTERIO DE SALUD PÚBLICA Y ASISTENCIA SOCIAL|HOSPITAL REGIONAL DE EL QUICHÉ|ϻ�COBáN
MINISTERIO DE SALUD PÚBLICA|ALTA VERAPAZ|2318024|11130009 - MINISTERIO DE SALUD PÚBLICA Y ASISTENCIA SOCIAL|HOSPITAL DE SAN BENITO|SAN BENITO
MINISTERIO DE SALUD PÚBLICA|RETALHULEU|2318024|11130009 - MINISTERIO DE SALUD PÚBLICA Y ASISTENCIA SOCIAL|HOSPITAL DE RETALHULEU|RETALHULEU
MINISTERIO DE SALUD PÚBLICA|HUEHUETENANGO|2318024|11130009 - MINISTERIO DE SALUD PÚBLICA Y ASISTENCIA SOCIAL|HOSPITAL REGIONAL DE HUEHUETENANGO DR. JORGE VIDES MOLINA|HUEHUETENANGO
