|categoria|,|status|,|monto|,|nog|,|nit_proveedor|,|nit_comprador|,|descripcion|,|fecha_publicada|,|modalidad_compra|,|tipo_ofertas|,|fecha_presentacion_ofertas|,|nombre_comprador|,|unidades|,|fecha_adjudicada|,|fecha_cierre_ofertas|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q585.80|,|5169151|,|26269236|,|2342855|,|EVENTO NO. 911-2016, CODIGO 422, COMPRA DE MEDICAMENTOS|,|25.julio.2016 Hora:1:37:47 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|27.julio.2016 Hora:8:00:00 a. m.|,|HOSPITAL DR. JUAN JOSE AREVALO BERMEJO|,|1|,|01.agosto.2016 Hora:4:17:05 p. m.|,|27.julio.2016 Hora:8:30:00 a. m.|
|Transporte, repuestos y combustibles|,|Terminado adjudicado|,|Q10,930.00|,|5178398|,|1176250|,|3441024|,|SERVICIO DE REPARACION DE VEHICULOS Y CAMION A CARGO DE LA REGENCIA NORTE.|,|27.julio.2016 Hora:10:43:21 a. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|29.julio.2016 Hora:9:30:00 a. m.|,|REGENCIA NORTE|,|1|,|01.agosto.2016 Hora:3:26:31 p. m.|,|29.julio.2016 Hora:10:00:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q780.13|,|5167779|,|39796558|,|2342855|,|5825 AGUJA DESCARTABLE NO. 21G X 1 ½, TRIBISELADA Y SILICONIZADA, EMPAQUE INDIVIDUAL, ESTÉRIL, LIBRE DE PRIÓGENOS C-6000|,|25.julio.2016 Hora:2:06:27 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|27.julio.2016 Hora:8:00:00 a. m.|,|HOSPITAL DEPARTAMENTAL PUERTO BARRIOS, IZABAL|,|1|,|01.agosto.2016 Hora:9:02:38 a. m.|,|27.julio.2016 Hora:8:30:00 a. m.|
|Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q81,150.00|,|5176263|,|12370738|,|6556116|,|CONSERVACIÓN Y REPARACIÓN DE CALLES Y AVENIDAS, ÁREA URBANA Y RURAL (2016), SANTA CLARA LA LAGUNA, SOLOLÁ.|,|26.julio.2016 Hora:4:42:14 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|28.julio.2016 Hora:8:00:00 a. m.|,|MUNICIPALIDAD DE SANTA CLARA LA LAGUNA, SOLOLÁ.-|,|1|,|01.agosto.2016 Hora:8:29:21 a. m.|,|28.julio.2016 Hora:8:30:00 a. m.|
|1. Salud e insumos hospitalarios~2. Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q3,095.36|,|5098645|,|574260|,|2342855|,|P-1477, C-1324, BENZOILO PERÓXIDO, CREMA O GEL 5%, TUBO 40 G - 60 G|,|06.julio.2016 Hora:1:32:32 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|08.julio.2016 Hora:1:30:00 p. m.|,|UNIDAD PERIFERICA ZONA 5|,|1|,|01.agosto.2016 Hora:4:00:57 p. m.|,|08.julio.2016 Hora:2:00:00 p. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q2,562.86|,|4998626|,|8163294|,|2342855|,|AMIKACINA SOLUCIÓN INYECTABLE 50 MG/ML VIAL O AMPOLLA 2 ML. COD. IGSS 55.|,|09.junio.2016 Hora:6:42:35 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|15.junio.2016 Hora:8:30:00 a. m.|,|HOSPITAL DE RETALHULEU|,|1|,|01.agosto.2016 Hora:12:43:46 p. m.|,|15.junio.2016 Hora:9:00:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q5,133.93|,|5175712|,|64186059|,|2342855|,|C.-6238 SONDA FOLEY DE LÁTEX CON RECUBIERTA DE SILICÓN  No. 18 FR. CON BALÓN DE 5 -15C.C Y 40CM LARGO DOS VÍAS, DOS AGUJEROS OPUESTOS , EMPAQUE DOBLE, ESTÉRIL LIBRE DE PIRÓGENOS-- SEGUNDA PROGRAMACION|,|26.julio.2016 Hora:4:53:26 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|28.julio.2016 Hora:9:00:00 a. m.|,|HOSPITAL DE ESCUINTLA|,|1|,|01.agosto.2016 Hora:10:49:47 a. m.|,|28.julio.2016 Hora:9:30:00 a. m.|
|Construcción y materiales afines|,|Terminado adjudicado|,|Q1,581,611.00|,|5011078|,|10396721|,|3683303|,|Construcción Pozo (s) Mecánico Equipado y su Línea de Impulsión, Aldea el Cruzadero, Melchor de Mencos, Petén|,|16.junio.2016 Hora:4:59:45 p. m.|,|Licitación Pública (Art. 17 LCE)|,|Sólo en papel.|,|27.julio.2016 Hora:8:00:00 a. m.|,|EJECUCION DE PROYECTOS|,|1|,|01.agosto.2016 Hora:2:48:11 p. m.|,|27.julio.2016 Hora:8:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q89,715.75|,|5133041|,|7477279|,|2342855|,|EVENTO 894/2016 CODIGO 2064 COMPRA DE MEDICAMENTOS|,|15.julio.2016 Hora:1:55:35 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|19.julio.2016 Hora:8:00:00 a. m.|,|HOSPITAL DR. JUAN JOSE AREVALO BERMEJO|,|1|,|01.agosto.2016 Hora:9:35:01 a. m.|,|19.julio.2016 Hora:8:30:00 a. m.|
|1. Construcción y materiales afines~2. Electricidad y aire acondicionado~3. Transporte, repuestos y combustibles~4. Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q372.34|,|5179394|,|36865990|,|2342855|,|SUMINISTROS VARIOS DE FERRETERIA, P.10909/16|,|27.julio.2016 Hora:3:47:40 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|29.julio.2016 Hora:9:30:00 a. m.|,|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|,|1|,|01.agosto.2016 Hora:12:04:10 p. m.|,|29.julio.2016 Hora:10:00:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q238.00|,|5172055|,|5974488|,|2342855|,|Carboximetilcelulosa Solución oftálmica 0.5 %, frasco gotero 15 ml|,|26.julio.2016 Hora:9:24:18 a. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|28.julio.2016 Hora:10:00:00 a. m.|,|HOSPITAL DE MAZATENANGO|,|1|,|01.agosto.2016 Hora:5:31:49 p. m.|,|28.julio.2016 Hora:10:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q6,750.00|,|5112419|,|8163294|,|2551179|,|Compra de productos farmacéuticos para el Hospital Veterinario de esta facultad|,|13.julio.2016 Hora:12:36:53 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|15.julio.2016 Hora:12:00:00 p. m.|,|FACULTAD DE MEDICINA VETERINARIA Y ZOOTECNIA|,|15|,|01.agosto.2016 Hora:2:55:52 p. m.|,|15.julio.2016 Hora:12:30:00 p. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q6,674.80|,|5112419|,|16987705|,|2551179|,|Compra de productos farmacéuticos para el Hospital Veterinario de esta facultad|,|13.julio.2016 Hora:12:36:53 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|15.julio.2016 Hora:12:00:00 p. m.|,|FACULTAD DE MEDICINA VETERINARIA Y ZOOTECNIA|,|15|,|01.agosto.2016 Hora:2:55:52 p. m.|,|15.julio.2016 Hora:12:30:00 p. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q2,880.00|,|5112419|,|35341483|,|2551179|,|Compra de productos farmacéuticos para el Hospital Veterinario de esta facultad|,|13.julio.2016 Hora:12:36:53 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|15.julio.2016 Hora:12:00:00 p. m.|,|FACULTAD DE MEDICINA VETERINARIA Y ZOOTECNIA|,|15|,|01.agosto.2016 Hora:2:55:52 p. m.|,|15.julio.2016 Hora:12:30:00 p. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q1,715.00|,|5112419|,|90552857|,|2551179|,|Compra de productos farmacéuticos para el Hospital Veterinario de esta facultad|,|13.julio.2016 Hora:12:36:53 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|15.julio.2016 Hora:12:00:00 p. m.|,|FACULTAD DE MEDICINA VETERINARIA Y ZOOTECNIA|,|15|,|01.agosto.2016 Hora:2:55:52 p. m.|,|15.julio.2016 Hora:12:30:00 p. m.|
|1. Computación y telecomunicaciones~2. Electricidad y aire acondicionado|,|Terminado adjudicado|,|Q44,890.00|,|5170303|,|80825036|,|2492334|,|Mantenimiento de instalaciones y cámaras de video-vigilancia, ubicadas en el casco urbano de la ciudad de Quetzaltenango.|,|25.julio.2016 Hora:3:57:41 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|27.julio.2016 Hora:3:00:00 p. m.|,|GOBERNACIÓN DEPARTAMENTAL DE QUETZALTENANGO|,|11|,|01.agosto.2016 Hora:11:48:05 a. m.|,|27.julio.2016 Hora:3:30:00 p. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q137.50|,|5168023|,|64186059|,|2342855|,|70 CATÉTER URINARIO EXTERNO, AUTOADHERIBLE, LIBRE DE LÁTEX, DE SILICÓN, TAMAÑO GRANDE, EMPAQUE INDIVIDUAL C-9748|,|25.julio.2016 Hora:2:39:06 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|27.julio.2016 Hora:8:00:00 a. m.|,|HOSPITAL DEPARTAMENTAL PUERTO BARRIOS, IZABAL|,|1|,|01.agosto.2016 Hora:9:11:48 a. m.|,|27.julio.2016 Hora:8:30:00 a. m.|
|1. Computación y telecomunicaciones~2. Muebles y mobiliario de oficina|,|Terminado adjudicado|,|Q13,984.00|,|5172586|,|73438650|,|2342855|,|2 COMPUTADORAS DE ESCRITORIO|,|26.julio.2016 Hora:10:29:36 a. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|28.julio.2016 Hora:11:00:00 a. m.|,|HOSPITAL EL TUMBADOR, SAN MARCOS|,|1|,|01.agosto.2016 Hora:9:41:05 a. m.|,|28.julio.2016 Hora:11:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q50,000.00|,|5162351|,|5691826|,|2342855|,|CODIGO 13752 TARJETA ABD/ABD CONFIRMACION MONOCLONAL, PRUEBA. SEGUNDA PROGRAMACION CUATRIMESTRAL 2016|,|22.julio.2016 Hora:10:28:38 a. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|29.julio.2016 Hora:9:00:00 a. m.|,|HOSPITAL DE ESCUINTLA|,|1|,|01.agosto.2016 Hora:4:13:14 p. m.|,|29.julio.2016 Hora:9:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q231.43|,|5168570|,|19554648|,|2342855|,|36 SUTURA NO ABSORBIBLE NATURAL MULTIFILAMENTO TRENZADA CON RECUBRIMIENTO (SEDA) No. 4-0, AGUJA CURVA, 1/2 CÍRCULO, PUNTA CÓNICA, CILÍNDRICA.2.4.0.1.1. (26 MM). EMPAQUE INDIVIDUAL, ESTÉRIL, C-7696|,|25.julio.2016 Hora:3:55:18 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|27.julio.2016 Hora:8:00:00 a. m.|,|HOSPITAL DEPARTAMENTAL PUERTO BARRIOS, IZABAL|,|1|,|01.agosto.2016 Hora:10:21:44 a. m.|,|27.julio.2016 Hora:8:30:00 a. m.|
|1. Construcción y materiales afines~2. Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q20,672.77|,|5124468|,|834300|,|2342855|,|EVENTO 4091/2016 MATERIALES DE FERRETERIA|,|14.julio.2016 Hora:1:36:53 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|20.julio.2016 Hora:10:00:00 a. m.|,|HOSPITAL GENERAL DE ENFERMEDADES|,|1|,|01.agosto.2016 Hora:1:02:24 p. m.|,|20.julio.2016 Hora:10:30:00 a. m.|
|Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q89,964.00|,|5192927|,|834300|,|3441008|,|La compra de material para ser utilizado en el área de fontanería en la Sección de Mantenimiento del Edificio Central de Inguat|,|01.agosto.2016 Hora:10:34:18 a. m.|,|Adquisición Directa por Ausencia de Oferta (Art. 32 LCE)|,|Sólo en papel.|,|01.agosto.2016 Hora:10:36:00 a. m.|,|SECCIÓN DE COMPRAS|,|1|,|01.agosto.2016 Hora:11:48:49 a. m.|,|01.agosto.2016 Hora:11:06:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q450.00|,|5175305|,|4624718|,|2342855|,|ACIDO SALICILICO COLODION Y ACIDO LACTICO SOLUCION 16-20% FRASCO 15-20ML|,|26.julio.2016 Hora:3:55:55 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|28.julio.2016 Hora:8:00:00 a. m.|,|CONSULTORIO LA GOMERA, ESCUINTLA|,|1|,|01.agosto.2016 Hora:3:19:37 p. m.|,|28.julio.2016 Hora:8:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q714.29|,|4894936|,|64186059|,|2342855|,|CODIGO 10733 MASCARILLA LARÍNGEA DE SILICÓN GRADO MÉDICO, No. 2.5 LIBRE DE LÁTEX, CON AGUJERO AUXILIAR DE VÍA AÉREA, CON ESTILETE. RESISTENTE A PROCESO DE AUTOCLAVE. EMPAQUE INDIVIDUAL, DESCARTABLE.|,|19.mayo.2016 Hora:5:35:07 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|24.mayo.2016 Hora:10:00:00 a. m.|,|HOSPITAL DE ESCUINTLA|,|1|,|01.agosto.2016 Hora:10:48:16 a. m.|,|24.mayo.2016 Hora:10:30:00 a. m.|
|Transporte, repuestos y combustibles|,|Terminado adjudicado|,|Q234,987.25|,|5031966|,|35243716|,|6507174|,|1650 GALONES DE GASOLINA SUPERIOR, 8415 GALONES DE DIESEL Y 200 GALONES DE LUBRICANTES.|,|04.julio.2016 Hora:9:19:38 p. m.|,|Cotización (Art. 38 LCE)|,|Sólo en papel.|,|28.julio.2016 Hora:9:00:00 a. m.|,|MUNICIPALIDAD DE SANTA ROSA DE LIMA.|,|1|,|01.agosto.2016 Hora:9:43:09 a. m.|,|28.julio.2016 Hora:9:30:00 a. m.|
|1. Salud e insumos hospitalarios~2. Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q70,333.93|,|5174457|,|30504325|,|2342855|,|EVENTO 324/2016 FERRETERIA|,|28.julio.2016 Hora:3:25:10 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|01.agosto.2016 Hora:9:00:00 a. m.|,|HOSPITAL DR. JUAN JOSE AREVALO BERMEJO|,|43|,|01.agosto.2016 Hora:3:00:37 p. m.|,|01.agosto.2016 Hora:9:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q401.79|,|5123356|,|41274989|,|2342855|,|TUBO ENDOTRAQUEAL DE PVC|,|12.julio.2016 Hora:3:58:29 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|14.julio.2016 Hora:9:00:00 a. m.|,|HOSPITAL DE MAZATENANGO|,|1|,|01.agosto.2016 Hora:8:58:53 a. m.|,|14.julio.2016 Hora:9:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q873.75|,|5160960|,|41296184|,|2342855|,|COD. 734 POTASIO GLUCONATO ELIXIR 20 MEQ FR POTASIO/15 ML, FRASCO 240 ML. SEGUN ACTA NO. 08/16 DE COMITE TERAPEUTICO LOCAL, ANEXAR INSCRIPCION DE GUATECOMPRAS, REGISTRO SANITARIO VIGENTE O CONTRASEÑA.|,|22.julio.2016 Hora:10:31:25 a. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|26.julio.2016 Hora:10:00:00 a. m.|,|HOSPITAL DE ESCUINTLA|,|1|,|01.agosto.2016 Hora:8:15:51 a. m.|,|26.julio.2016 Hora:10:30:00 a. m.|
|Alimentos y semillas|,|Terminado adjudicado|,|Q19,500.00|,|5171687|,|79618154|,|8315973|,|servicio de 1500 refacciones|,|25.julio.2016 Hora:6:58:05 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|27.julio.2016 Hora:10:00:00 a. m.|,|SUBDIRECCIÓN FINANCIERA|,|1|,|01.agosto.2016 Hora:2:53:17 p. m.|,|27.julio.2016 Hora:10:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q15,178.57|,|5152577|,|5801338|,|2342855|,|S/C HOJA PARA VIDEO LARINGOSCOPIO DESCARTABLE NO. 4, COMPATIBLE CON LARINGOSCOPIO EXISTENTE EN EL SERVICIO. SEGUNDA PROGRAMACION CUATRIMESTRAL 2016.|,|21.julio.2016 Hora:3:55:35 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|27.julio.2016 Hora:8:00:00 a. m.|,|HOSPITAL DE ESCUINTLA|,|1|,|01.agosto.2016 Hora:10:54:02 a. m.|,|27.julio.2016 Hora:8:30:00 a. m.|
|Muebles y mobiliario de oficina|,|Terminado adjudicado|,|Q21,960.00|,|5163080|,|62869396|,|16693949|,|60 SILLAS SECRETARIALES|,|22.julio.2016 Hora:12:49:53 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|26.julio.2016 Hora:12:00:00 p. m.|,|DEPARTAMENTO DE COMPRAS Y CONTRATACIONES|,|1|,|01.agosto.2016 Hora:10:57:44 a. m.|,|26.julio.2016 Hora:12:30:00 p. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q80,155.87|,|5185688|,|7477279|,|2342855|,|Insulina Glargina|,|28.julio.2016 Hora:3:10:55 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|01.agosto.2016 Hora:8:00:00 a. m.|,|CONSULTORIO ZACAPA, ZACAPA|,|1|,|01.agosto.2016 Hora:12:54:27 p. m.|,|01.agosto.2016 Hora:8:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q89,919.64|,|5159091|,|33682070|,|2342855|,|COD. 10372  GLIMEPIRIDA, CLORHIDRATO DE METFORMINA, COMPRIMIDO RECUBIERTO DE LIBERACION PROLONGADA 4MG/850MG.|,|21.julio.2016 Hora:5:18:32 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|25.julio.2016 Hora:10:00:00 a. m.|,|UNIDAD PERIFERICA ZONA 11|,|1|,|01.agosto.2016 Hora:3:25:16 p. m.|,|25.julio.2016 Hora:10:30:00 a. m.|
|Transporte, repuestos y combustibles|,|Terminado adjudicado|,|Q185,463.41|,|5030765|,|15957098|,|2551179|,|1. UN (01) VEHÍCULO TIPO CAMIONETA|,|14.julio.2016 Hora:4:09:32 p. m.|,|Cotización (Art. 38 LCE)|,|Sólo en papel.|,|27.julio.2016 Hora:12:00:00 p. m.|,|UNIDAD COMPRADORA CENTRAL / DEPARTAMENTO DE PROVEEDURÍA|,|1|,|01.agosto.2016 Hora:3:24:40 p. m.|,|27.julio.2016 Hora:12:30:00 p. m.|
