|categoria|,|status|,|monto|,|nog|,|nit_proveedor|,|nit_comprador|,|descripcion|,|fecha_publicada|,|modalidad_compra|,|tipo_ofertas|,|fecha_presentacion_ofertas|,|nombre_comprador|,|unidades|,|fecha_adjudicada|,|fecha_cierre_ofertas|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q8,437.50|,|4478932|,|1204076|,|2342855|,|COD. 840 Magnesio sulfato, (sal de epson) , Solución inyectable 50%, vial o ampolla 2 ml. PRIMERA PROGRAMACION CUATRIMESTRAL 2016. ANEXAR INSCRIPCION DE GUATECOMPRAS, REGISTRO SANITARIO VIGENTE Y COTI|,|26.enero.2016 Hora:4:01:08 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|29.enero.2016 Hora:9:30:00 a. m.|,|HOSPITAL DE ESCUINTLA|,|1|,|01.febrero.2016 Hora:1:45:06 p. m.|,|29.enero.2016 Hora:10:00:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q4,642.86|,|4471768|,|1204076|,|2342855|,|400 - FENTANIL CITRATO, SOLUCIÓN INYECTABLE 0.05MG/ML, VIAL O AMPOLLA DE 2ML. C-863|,|22.enero.2016 Hora:3:00:49 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|27.enero.2016 Hora:8:00:00 a. m.|,|HOSPITAL DEPARTAMENTAL PUERTO BARRIOS, IZABAL|,|1|,|01.febrero.2016 Hora:4:36:38 p. m.|,|27.enero.2016 Hora:8:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q20,000.00|,|4472764|,|1700510|,|2342855|,|CODIGO 12837, EVENTO 47/2016|,|25.enero.2016 Hora:8:58:29 a. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|27.enero.2016 Hora:9:00:00 a. m.|,|HOSPITAL DR. JUAN JOSE AREVALO BERMEJO|,|1|,|01.febrero.2016 Hora:1:51:21 p. m.|,|27.enero.2016 Hora:9:30:00 a. m.|
|1. Computación y telecomunicaciones~2. Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q9,214.29|,|4466284|,|7127170|,|2342855|,|24 TONER HP CARTUCHO LASER JET M1212NF MFP 85A. COD. SC.|,|22.enero.2016 Hora:2:37:43 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|27.enero.2016 Hora:8:00:00 a. m.|,|HOSPITAL DEPARTAMENTAL PUERTO BARRIOS, IZABAL|,|1|,|01.febrero.2016 Hora:4:19:38 p. m.|,|27.enero.2016 Hora:8:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q1,738.00|,|4444167|,|42224799|,|2342855|,|Metamizol Sódico, Solución inyectable de 500 mg/ml ampolla de 2 ml|,|14.enero.2016 Hora:7:03:42 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|21.enero.2016 Hora:4:00:00 p. m.|,|HOSPITAL DE QUETZALTENANGO|,|1|,|01.febrero.2016 Hora:10:26:40 a. m.|,|21.enero.2016 Hora:4:30:00 p. m.|
|1. Salud e insumos hospitalarios~2. Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q1,832.14|,|4434765|,|2475546K|,|2342855|,|EVENTO 557/2016. VENDA ELASTICA DE 4 X 5 YDS, DE ALGODÓN O POLIESTER, CON FILAMENTO DE LATEX, GANCHOS METALICOS PARA FIJACION, NO EMPAQUE INDIVIDUAL, ESTERIL.|,|14.enero.2016 Hora:3:50:20 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|18.enero.2016 Hora:8:00:00 a. m.|,|HOSPITAL GENERAL DE ENFERMEDADES|,|1|,|01.febrero.2016 Hora:3:58:52 p. m.|,|18.enero.2016 Hora:8:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q498.21|,|4465865|,|61458228|,|2342855|,|SUTURA NO ABSORBIBLE SINTETICA|,|21.enero.2016 Hora:1:31:33 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|25.enero.2016 Hora:8:00:00 a. m.|,|HOSPITAL DE MAZATENANGO|,|1|,|01.febrero.2016 Hora:9:36:09 a. m.|,|25.enero.2016 Hora:8:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q835.71|,|4466519|,|61458228|,|2342855|,|SUTURA NO. 6-0|,|21.enero.2016 Hora:2:51:26 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|25.enero.2016 Hora:8:00:00 a. m.|,|HOSPITAL DE MAZATENANGO|,|1|,|01.febrero.2016 Hora:9:40:41 a. m.|,|25.enero.2016 Hora:8:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q89,715.75|,|4445066|,|7477279|,|2342855|,|COD. 2064 INSULINA GLARGINA 100 U/ML. VIAL 10ML.|,|19.enero.2016 Hora:10:34:22 a. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|22.enero.2016 Hora:8:00:00 a. m.|,|UNIDAD PERIFERICA ZONA 11|,|1|,|01.febrero.2016 Hora:9:11:11 a. m.|,|22.enero.2016 Hora:8:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q14,785.71|,|4410815|,|42102731|,|2342855|,|COD  1049    EQUIPO PARA EXTRACCIÓN SANGUÍNEA CON AGUJA 23 TIPO ALADO , -EQUIPO-  CANT  4,800 P/ 03/2016|,|19.enero.2016 Hora:9:39:17 a. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|21.enero.2016 Hora:8:00:00 a. m.|,|UNIDAD PERIFERICA ZONA 11|,|1|,|01.febrero.2016 Hora:3:21:08 p. m.|,|21.enero.2016 Hora:8:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q1,860.00|,|4474406|,|2358033K|,|2342855|,|Sales de rehidratación oral Polvo según fórmula OMS, sobre para 1,000 ml (1 litro), **VER BASES ADJUNTAS**|,|25.enero.2016 Hora:12:13:09 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|27.enero.2016 Hora:10:00:00 a. m.|,|CONSULTORIO DE GUAZACAPÁN|,|1|,|01.febrero.2016 Hora:11:42:42 a. m.|,|27.enero.2016 Hora:10:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q89,964.29|,|4484797|,|44518544|,|2342855|,|12699 TARJETA ABD/AHG,|,|28.enero.2016 Hora:9:05:53 a. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|29.enero.2016 Hora:10:30:00 a. m.|,|HOSPITAL DE GINECO OBSTETRICIA|,|1|,|01.febrero.2016 Hora:9:40:10 a. m.|,|29.enero.2016 Hora:11:00:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q11,785.71|,|4485513|,|12074462|,|2342855|,|1195 MEDIO DE CULTIVO AGAR CROMOGÉNICO PARA CULTIVO DE ORINA|,|27.enero.2016 Hora:3:45:52 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|29.enero.2016 Hora:8:00:00 a. m.|,|HOSPITAL DE GINECO OBSTETRICIA|,|1|,|01.febrero.2016 Hora:8:51:51 a. m.|,|29.enero.2016 Hora:8:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q809.29|,|4472322|,|5854229|,|2342855|,|824 - SECNIDAZOL, TABLETAS 500MG. C-1112|,|22.enero.2016 Hora:3:43:01 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|27.enero.2016 Hora:8:00:00 a. m.|,|HOSPITAL DEPARTAMENTAL PUERTO BARRIOS, IZABAL|,|1|,|01.febrero.2016 Hora:5:06:59 p. m.|,|27.enero.2016 Hora:8:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q16,250.00|,|4487087|,|30428378|,|2342855|,|1300 ACIDO URICO, REACTIVO PARA LA DETERMINACION DE|,|28.enero.2016 Hora:12:30:03 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|29.enero.2016 Hora:9:30:00 a. m.|,|CONSULTORIO ZACAPA, ZACAPA|,|1|,|01.febrero.2016 Hora:3:05:15 p. m.|,|29.enero.2016 Hora:10:00:00 a. m.|
|1. Computación y telecomunicaciones~2. Construcción y materiales afines~3. Muebles y mobiliario de oficina~4. Papelería y artículos de librería~5. Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q5,935.94|,|4472284|,|4435028|,|2342855|,|LISTADO 375-2016 TONER PARA IMPRESORA HP LASERJET PRO 400 80X|,|22.enero.2016 Hora:3:50:55 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|26.enero.2016 Hora:9:00:00 a. m.|,|UNIDAD DE CONSULTA EXTERNA DE ENFERMEDADES|,|1|,|01.febrero.2016 Hora:2:19:54 p. m.|,|26.enero.2016 Hora:9:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q13,141.44|,|4472969|,|28583566|,|2342855|,|EVENTO 95-16, CODIGO 1001|,|26.enero.2016 Hora:9:52:02 a. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|27.enero.2016 Hora:10:00:00 a. m.|,|HOSPITAL DR. JUAN JOSE AREVALO BERMEJO|,|1|,|01.febrero.2016 Hora:10:46:30 a. m.|,|27.enero.2016 Hora:10:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q84,037.50|,|4438825|,|7950837|,|2342855|,|LISTADO No. 242-2016 CODIGO 10371 (PACIENTES AMPARADOS)|,|13.enero.2016 Hora:1:55:17 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|18.enero.2016 Hora:8:00:00 a. m.|,|UNIDAD DE CONSULTA EXTERNA DE ENFERMEDADES|,|1|,|01.febrero.2016 Hora:11:27:21 a. m.|,|18.enero.2016 Hora:8:30:00 a. m.|
|Papelería y artículos de librería|,|Terminado adjudicado|,|Q3,324.11|,|4471717|,|25212087|,|2342855|,|LISTADO 372-2016 PAPEL OFICIO PARA FOTOCOPIAS.RESMA|,|22.enero.2016 Hora:2:48:50 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|25.enero.2016 Hora:9:00:00 a. m.|,|UNIDAD DE CONSULTA EXTERNA DE ENFERMEDADES|,|1|,|01.febrero.2016 Hora:2:14:22 p. m.|,|25.enero.2016 Hora:9:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q475.00|,|4439260|,|62359193|,|2342855|,|Solución pediátrica No. 2, Solución masiva parenteral, Dextrosa 2.5 g y NaCl 0.45 g, frasco o bolsa 250 ml|,|15.enero.2016 Hora:9:12:43 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|21.enero.2016 Hora:4:00:00 p. m.|,|HOSPITAL DE QUETZALTENANGO|,|1|,|01.febrero.2016 Hora:8:59:38 a. m.|,|21.enero.2016 Hora:4:30:00 p. m.|
|Alimentos y semillas|,|Terminado adjudicado|,|Q6,144.00|,|4439082|,|4751124|,|7573286|,|Adquisición De Formulas Lácteas Infantiles Y Suplementos Tradicionales Para Niño JOSPICE-CD-02-2016|,|13.enero.2016 Hora:12:58:54 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|16.enero.2016 Hora:10:30:00 a. m.|,|COMPRAS HOSPICIO SAN JOSE|,|3|,|01.febrero.2016 Hora:2:28:26 p. m.|,|16.enero.2016 Hora:11:00:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q23,121.12|,|4452429|,|25895508|,|2342855|,|13,145 - FORMOTEROL FUMARATO, CÁPSULA CON POLVO PARA INHALACIÓN, 12MCG/INHALACIÓN CON INHALADOR POLVO SECO MONODOSIS. C-509|,|22.enero.2016 Hora:2:24:52 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|27.enero.2016 Hora:8:00:00 a. m.|,|HOSPITAL DEPARTAMENTAL PUERTO BARRIOS, IZABAL|,|1|,|01.febrero.2016 Hora:4:40:57 p. m.|,|27.enero.2016 Hora:8:30:00 a. m.|
|1. Salud e insumos hospitalarios~2. Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q7,135.71|,|4432789|,|5801338|,|2342855|,|EVENTO 657/2016. CÁNULA PARA TRAQUEOSTOMÍA NO. 3.5 FR, PEDIÁTRICA: CÁNULA EXTERNA CON BALÓN DE BAJA PRESION, CON CINTA DE FIJACIÓN AL CUELLO, EMPAQUE INDIVIDUAL, ESTÈRIL, DESCARTABLE.|,|14.enero.2016 Hora:8:36:26 a. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|15.enero.2016 Hora:8:00:00 a. m.|,|HOSPITAL GENERAL DE ENFERMEDADES|,|1|,|01.febrero.2016 Hora:3:19:10 p. m.|,|15.enero.2016 Hora:8:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q90,000.00|,|4483863|,|30428378|,|2318024|,|COMPRA DE PRUEBAS DE CREATININA PARA EL HOSPITAL REGIONAL DE OCCIDENTE, QUETZALTENANGO.|,|27.enero.2016 Hora:12:51:50 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|29.enero.2016 Hora:11:00:00 a. m.|,|HOSPITAL REGIONAL DE OCCIDENTE QUETZALTENANGO|,|1|,|01.febrero.2016 Hora:9:02:49 a. m.|,|29.enero.2016 Hora:11:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q18,351.79|,|4468139|,|1700510|,|2342855|,|CODIGO 12693,  EVENTO 16/2016|,|22.enero.2016 Hora:8:49:53 a. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|26.enero.2016 Hora:9:00:00 a. m.|,|HOSPITAL DR. JUAN JOSE AREVALO BERMEJO|,|1|,|01.febrero.2016 Hora:8:30:55 a. m.|,|26.enero.2016 Hora:9:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q84,769.65|,|4478614|,|320811|,|2342855|,|EVENTO No.10-2016, IRBESARTAN TABLETA 150 MG.  CÓDIGO No.759|,|26.enero.2016 Hora:11:04:42 a. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|28.enero.2016 Hora:10:00:00 a. m.|,|UNIDAD ASISTENCIAL AMATITLAN, GUATEMALA|,|1|,|01.febrero.2016 Hora:4:07:07 p. m.|,|28.enero.2016 Hora:10:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q12,053.57|,|4471539|,|1700510|,|2342855|,|CODIGO 12666, EVENTO 35/2016|,|25.enero.2016 Hora:8:19:56 a. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|27.enero.2016 Hora:9:00:00 a. m.|,|HOSPITAL DR. JUAN JOSE AREVALO BERMEJO|,|1|,|01.febrero.2016 Hora:11:46:27 a. m.|,|27.enero.2016 Hora:9:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q1,680.80|,|4437624|,|6177999|,|2342855|,|Antiespasmódico simple, Cápsula o comprimido 10 mg|,|15.enero.2016 Hora:9:47:02 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|21.enero.2016 Hora:4:00:00 p. m.|,|HOSPITAL DE QUETZALTENANGO|,|1|,|01.febrero.2016 Hora:9:21:32 a. m.|,|21.enero.2016 Hora:4:30:00 p. m.|
