|categoria|,|status|,|monto|,|nog|,|nit_proveedor|,|nit_comprador|,|descripcion|,|fecha_publicada|,|modalidad_compra|,|tipo_ofertas|,|fecha_presentacion_ofertas|,|nombre_comprador|,|unidades|,|fecha_adjudicada|,|fecha_cierre_ofertas|
|1. Alimentos y semillas~2. Construcción y materiales afines~3. Electricidad y aire acondicionado~4. Limpieza, fumigación y artículos afines~5. Papelería y artículos de librería~6. Publicidad, campañas y vallas~7. Textiles, ropa y calzado~8. Transporte, repuestos y combustibles~9. Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q3,920.00|,|4790480|,|79949959|,|2539446|,|COMPRA DE MATERIALES PARA MANTENIMIENTO EN PINTURA DE LAS INSTALACIONES DE LA FEDEFUT.|,|25.abril.2016 Hora:4:37:16 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|27.abril.2016 Hora:8:00:00 a. m.|,|UNIDAD DE COMPRAS FEDEFUT|,|8|,|02.mayo.2016 Hora:10:19:03 a. m.|,|27.abril.2016 Hora:8:30:00 a. m.|
|1. Alimentos y semillas~2. Construcción y materiales afines~3. Electricidad y aire acondicionado~4. Limpieza, fumigación y artículos afines~5. Papelería y artículos de librería~6. Publicidad, campañas y vallas~7. Textiles, ropa y calzado~8. Transporte, repuestos y combustibles~9. Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q1,893.50|,|4790480|,|9777318|,|2539446|,|COMPRA DE MATERIALES PARA MANTENIMIENTO EN PINTURA DE LAS INSTALACIONES DE LA FEDEFUT.|,|25.abril.2016 Hora:4:37:16 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|27.abril.2016 Hora:8:00:00 a. m.|,|UNIDAD DE COMPRAS FEDEFUT|,|8|,|02.mayo.2016 Hora:10:19:03 a. m.|,|27.abril.2016 Hora:8:30:00 a. m.|
|1. Alimentos y semillas~2. Construcción y materiales afines~3. Electricidad y aire acondicionado~4. Limpieza, fumigación y artículos afines~5. Papelería y artículos de librería~6. Publicidad, campañas y vallas~7. Textiles, ropa y calzado~8. Transporte, repuestos y combustibles~9. Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q300.00|,|4790480|,|36637238|,|2539446|,|COMPRA DE MATERIALES PARA MANTENIMIENTO EN PINTURA DE LAS INSTALACIONES DE LA FEDEFUT.|,|25.abril.2016 Hora:4:37:16 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|27.abril.2016 Hora:8:00:00 a. m.|,|UNIDAD DE COMPRAS FEDEFUT|,|8|,|02.mayo.2016 Hora:10:19:03 a. m.|,|27.abril.2016 Hora:8:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q6,607.14|,|4705629|,|38486342|,|2342855|,|MATERIAL DE OSTEOSINTESIS PARA LA PACIENTE ALICIA ESQUIVEL PEREZ, AFILIACION 148243967 FECHA DE OPERACION 05/04/2016, SOLICITA DR. RAUL JAUREGUI|,|31.marzo.2016 Hora:11:28:33 a. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|04.abril.2016 Hora:11:00:00 a. m.|,|HOSPITAL DE ESCUINTLA|,|3|,|02.mayo.2016 Hora:10:01:50 a. m.|,|04.abril.2016 Hora:11:30:00 a. m.|
|1. Transporte, repuestos y combustibles~2. Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q736.00|,|4801083|,|68144210|,|22953213|,|ADQUISÓN DE BATERÍA DE 12 VOLTIOS PARA VEHÍCULO DEL FONDO DE TIERRAS.|,|27.abril.2016 Hora:4:33:31 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|29.abril.2016 Hora:10:00:00 a. m.|,|UNIDAD DE COMPRAS|,|1|,|02.mayo.2016 Hora:2:58:51 p. m.|,|29.abril.2016 Hora:10:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q304,909.10|,|4739086|,|22345388|,|7573286|,|JOSPICE 2016-CO-3. Adquisición de Productos Farmacéuticos e Insumos Médicos.|,|14.abril.2016 Hora:11:25:02 a. m.|,|Cotización (Art. 38 LCE)|,|Sólo en papel.|,|27.abril.2016 Hora:9:00:00 a. m.|,|COMPRAS HOSPICIO SAN JOSE|,|1|,|02.mayo.2016 Hora:2:41:40 p. m.|,|27.abril.2016 Hora:9:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q65,779.80|,|4739086|,|735442|,|7573286|,|JOSPICE 2016-CO-3. Adquisición de Productos Farmacéuticos e Insumos Médicos.|,|14.abril.2016 Hora:11:25:02 a. m.|,|Cotización (Art. 38 LCE)|,|Sólo en papel.|,|27.abril.2016 Hora:9:00:00 a. m.|,|COMPRAS HOSPICIO SAN JOSE|,|1|,|02.mayo.2016 Hora:2:41:40 p. m.|,|27.abril.2016 Hora:9:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q44,321.50|,|4739086|,|657026|,|7573286|,|JOSPICE 2016-CO-3. Adquisición de Productos Farmacéuticos e Insumos Médicos.|,|14.abril.2016 Hora:11:25:02 a. m.|,|Cotización (Art. 38 LCE)|,|Sólo en papel.|,|27.abril.2016 Hora:9:00:00 a. m.|,|COMPRAS HOSPICIO SAN JOSE|,|1|,|02.mayo.2016 Hora:2:41:40 p. m.|,|27.abril.2016 Hora:9:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q36,253.00|,|4739086|,|28583566|,|7573286|,|JOSPICE 2016-CO-3. Adquisición de Productos Farmacéuticos e Insumos Médicos.|,|14.abril.2016 Hora:11:25:02 a. m.|,|Cotización (Art. 38 LCE)|,|Sólo en papel.|,|27.abril.2016 Hora:9:00:00 a. m.|,|COMPRAS HOSPICIO SAN JOSE|,|1|,|02.mayo.2016 Hora:2:41:40 p. m.|,|27.abril.2016 Hora:9:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q6,402.00|,|4739086|,|49436384|,|7573286|,|JOSPICE 2016-CO-3. Adquisición de Productos Farmacéuticos e Insumos Médicos.|,|14.abril.2016 Hora:11:25:02 a. m.|,|Cotización (Art. 38 LCE)|,|Sólo en papel.|,|27.abril.2016 Hora:9:00:00 a. m.|,|COMPRAS HOSPICIO SAN JOSE|,|1|,|02.mayo.2016 Hora:2:41:40 p. m.|,|27.abril.2016 Hora:9:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q2,140.00|,|4739086|,|5686792|,|7573286|,|JOSPICE 2016-CO-3. Adquisición de Productos Farmacéuticos e Insumos Médicos.|,|14.abril.2016 Hora:11:25:02 a. m.|,|Cotización (Art. 38 LCE)|,|Sólo en papel.|,|27.abril.2016 Hora:9:00:00 a. m.|,|COMPRAS HOSPICIO SAN JOSE|,|1|,|02.mayo.2016 Hora:2:41:40 p. m.|,|27.abril.2016 Hora:9:30:00 a. m.|
|Construcción y materiales afines|,|Terminado adjudicado|,|Q88,779.00|,|4792432|,|5866111|,|6578527|,|CONSTRUCCION MURO DE CONTENCION SECTOR TRES COLONIA SAN ANTONIO COLOMBA|,|26.abril.2016 Hora:11:59:20 a. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|28.abril.2016 Hora:11:00:00 a. m.|,|DEPARTAMENTO DE COMPRAS Y CONTRATACIONES|,|1|,|02.mayo.2016 Hora:11:35:19 p. m.|,|28.abril.2016 Hora:11:30:00 a. m.|
|Alimentos y semillas|,|Terminado adjudicado|,|Q29,793.70|,|4762193|,|88729508|,|3378284|,|Compra de Café y Cremora para las diferentes Direcciones a cargo de la Dirección de Asuntos Administrativos del Ministerio de Finanzas Publicas.|,|15.abril.2016 Hora:4:27:53 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|20.abril.2016 Hora:9:00:00 a. m.|,|DIRECCIÓN DE ASUNTOS ADMINISTRATIVOS|,|3|,|02.mayo.2016 Hora:3:55:24 p. m.|,|20.abril.2016 Hora:9:30:00 a. m.|
|1. Computación y telecomunicaciones~2. Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q44,330.00|,|4789709|,|37391917|,|2360837|,|ADQUISICION DE (9) CPU TIPO TORRE Y (4) TARJETAS DE PUERTOS SERIALES PARA USO EN EL PARQUE ACUATICO XOCOMIL|,|25.abril.2016 Hora:2:56:14 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|28.abril.2016 Hora:9:30:00 a. m.|,|DC OFICINAS CENTRALES|,|2|,|02.mayo.2016 Hora:10:50:33 a. m.|,|28.abril.2016 Hora:10:00:00 a. m.|
|1. Computación y telecomunicaciones~2. Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q57,980.00|,|4789628|,|37391917|,|2360837|,|ADQUISICION DE DOCE (12) CPU TIPO TORRE Y (4) TARJETAS DE PUERTOS SERIALES PARA USO EN EL PARQUE DE DIVERSIONES XETULUL|,|25.abril.2016 Hora:3:29:45 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|27.abril.2016 Hora:9:30:00 a. m.|,|DC OFICINAS CENTRALES|,|2|,|02.mayo.2016 Hora:11:07:44 a. m.|,|27.abril.2016 Hora:10:00:00 a. m.|
|Construcción y materiales afines|,|Terminado adjudicado|,|Q62,500.00|,|4785118|,|36247332|,|6596223|,|LEVANTAMIENTO ESTUDIO TOPOGRÁFICO Y PLANIFICACION DEL PROYECTO: AMPLIACION ESCUELA PRIMARIA DE DOS NIVELES CON SEIS AULAS ALDEA TUILELÉN, MUNICIPIO DE COMITANCILLO, DEPARTAMENTO DE SAN MARCOS.|,|27.abril.2016 Hora:3:46:35 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|29.abril.2016 Hora:10:00:00 a. m.|,|DIRECCIÓN DE ADMINISTRACIÓN FINANCIERA INTEGRADA MUNICIPAL|,|1|,|02.mayo.2016 Hora:9:14:17 p. m.|,|29.abril.2016 Hora:10:30:00 a. m.|
|Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q15,578.25|,|4758889|,|5492343|,|3441024|,|COMPRA DE PINTURA EN CUBETAS Y GALONES Y SUS MATERIALES VARIOS.|,|14.abril.2016 Hora:3:40:11 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|18.abril.2016 Hora:8:00:00 a. m.|,|DIRECCION ADMINISTRATIVA|,|15|,|02.mayo.2016 Hora:3:15:04 p. m.|,|18.abril.2016 Hora:8:30:00 a. m.|
|Computación y telecomunicaciones|,|Terminado adjudicado|,|Q29,579.00|,|4790278|,|85525340|,|25907026|,|SERVIDOR PARA RED GPS PARA MONITOREO DE BUSES DEL SISTEMA INTEGRADO DE TRANSPORTE TRANSMETRO|,|25.abril.2016 Hora:3:54:41 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|27.abril.2016 Hora:9:00:00 a. m.|,|EMT|,|1|,|02.mayo.2016 Hora:10:19:24 a. m.|,|27.abril.2016 Hora:9:30:00 a. m.|
|Limpieza, fumigación y artículos afines|,|Terminado adjudicado|,|Q30,175.00|,|4769368|,|25212087|,|3440710|,|Bases Compra Directa No. RNO-02-2016,  Adquisición de papel higiénico y toallas para mano|,|27.abril.2016 Hora:12:18:51 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|29.abril.2016 Hora:10:00:00 a. m.|,|DIVISION REGION NORTE|,|3|,|02.mayo.2016 Hora:11:29:31 a. m.|,|29.abril.2016 Hora:10:30:00 a. m.|
|Limpieza, fumigación y artículos afines|,|Terminado adjudicado|,|Q5,328.00|,|4769368|,|12772801|,|3440710|,|Bases Compra Directa No. RNO-02-2016,  Adquisición de papel higiénico y toallas para mano|,|27.abril.2016 Hora:12:18:51 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|29.abril.2016 Hora:10:00:00 a. m.|,|DIVISION REGION NORTE|,|3|,|02.mayo.2016 Hora:11:29:31 a. m.|,|29.abril.2016 Hora:10:30:00 a. m.|
|1. Construcción y materiales afines~2. Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q4,780.00|,|4781880|,|27488446|,|6180698|,|Pintura y accesorios para mantenimiento de paredes de Escuela No. 813 Ubicada en Aldea Nueva Concepción y Centro de salud tipo B de Aldea Piedra Parada Cristo Rey.|,|21.abril.2016 Hora:1:06:30 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|25.abril.2016 Hora:10:00:00 a. m.|,|COMPRAS|,|4|,|02.mayo.2016 Hora:4:16:36 p. m.|,|25.abril.2016 Hora:10:30:00 a. m.|
|Alimentos y semillas|,|Terminado adjudicado|,|Q56,840.00|,|4800338|,|3200043|,|2360837|,|40,600 PAN HAMBURGUESA|,|27.abril.2016 Hora:4:03:27 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|29.abril.2016 Hora:4:00:00 p. m.|,|PARQUE ACUÀTICO XOCOMIL|,|1|,|02.mayo.2016 Hora:11:54:31 a. m.|,|29.abril.2016 Hora:4:30:00 p. m.|
|Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q66,105.00|,|4772369|,|24051934|,|16693949|,|COMPRA DE PINTURA LÁTEX PARA USO EN LOS EDIFICIOS DE LAS OFICINAS Y AGENCIAS TRIBUTARIAS, ADUANAS, DIVISIÓN DE FISCALIZACIÓN E INMUEBLES QUE CORRESPONDEN A LA GERENCIA REGIONAL NORORIENTE DE LA SAT.|,|19.abril.2016 Hora:3:29:41 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|29.abril.2016 Hora:10:00:00 a. m.|,|SAT - GERENCIA REGIONAL NORORIENTE|,|3|,|02.mayo.2016 Hora:5:00:31 p. m.|,|29.abril.2016 Hora:10:30:00 a. m.|
|1. Alimentos y semillas~2. Limpieza, fumigación y artículos afines|,|Terminado adjudicado|,|Q26,731.20|,|4768620|,|74882708|,|835782K|,|COMPRAS DE SUMINISTROS DE LIMPIEZA, CAFÉ Y AZÚCAR.|,|18.abril.2016 Hora:3:46:21 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|25.abril.2016 Hora:11:00:00 a. m.|,|UNIDAD COMPRADORA EMETRA|,|1|,|02.mayo.2016 Hora:1:12:32 p. m.|,|25.abril.2016 Hora:11:30:00 a. m.|
|1. Alimentos y semillas~2. Limpieza, fumigación y artículos afines|,|Terminado adjudicado|,|Q15,988.50|,|4768620|,|25631918|,|835782K|,|COMPRAS DE SUMINISTROS DE LIMPIEZA, CAFÉ Y AZÚCAR.|,|18.abril.2016 Hora:3:46:21 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|25.abril.2016 Hora:11:00:00 a. m.|,|UNIDAD COMPRADORA EMETRA|,|1|,|02.mayo.2016 Hora:1:12:32 p. m.|,|25.abril.2016 Hora:11:30:00 a. m.|
|1. Alimentos y semillas~2. Limpieza, fumigación y artículos afines|,|Terminado adjudicado|,|Q12,075.00|,|4768620|,|1251800K|,|835782K|,|COMPRAS DE SUMINISTROS DE LIMPIEZA, CAFÉ Y AZÚCAR.|,|18.abril.2016 Hora:3:46:21 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|25.abril.2016 Hora:11:00:00 a. m.|,|UNIDAD COMPRADORA EMETRA|,|1|,|02.mayo.2016 Hora:1:12:32 p. m.|,|25.abril.2016 Hora:11:30:00 a. m.|
|1. Alimentos y semillas~2. Limpieza, fumigación y artículos afines|,|Terminado adjudicado|,|Q11,049.00|,|4768620|,|3486303|,|835782K|,|COMPRAS DE SUMINISTROS DE LIMPIEZA, CAFÉ Y AZÚCAR.|,|18.abril.2016 Hora:3:46:21 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|25.abril.2016 Hora:11:00:00 a. m.|,|UNIDAD COMPRADORA EMETRA|,|1|,|02.mayo.2016 Hora:1:12:32 p. m.|,|25.abril.2016 Hora:11:30:00 a. m.|
|1. Alimentos y semillas~2. Limpieza, fumigación y artículos afines|,|Terminado adjudicado|,|Q4,140.00|,|4768620|,|88729508|,|835782K|,|COMPRAS DE SUMINISTROS DE LIMPIEZA, CAFÉ Y AZÚCAR.|,|18.abril.2016 Hora:3:46:21 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|25.abril.2016 Hora:11:00:00 a. m.|,|UNIDAD COMPRADORA EMETRA|,|1|,|02.mayo.2016 Hora:1:12:32 p. m.|,|25.abril.2016 Hora:11:30:00 a. m.|
|1. Alimentos y semillas~2. Limpieza, fumigación y artículos afines|,|Terminado adjudicado|,|Q3,086.40|,|4768620|,|16904923|,|835782K|,|COMPRAS DE SUMINISTROS DE LIMPIEZA, CAFÉ Y AZÚCAR.|,|18.abril.2016 Hora:3:46:21 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|25.abril.2016 Hora:11:00:00 a. m.|,|UNIDAD COMPRADORA EMETRA|,|1|,|02.mayo.2016 Hora:1:12:32 p. m.|,|25.abril.2016 Hora:11:30:00 a. m.|
|1. Alimentos y semillas~2. Limpieza, fumigación y artículos afines|,|Terminado adjudicado|,|Q1,723.20|,|4768620|,|2313206K|,|835782K|,|COMPRAS DE SUMINISTROS DE LIMPIEZA, CAFÉ Y AZÚCAR.|,|18.abril.2016 Hora:3:46:21 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|25.abril.2016 Hora:11:00:00 a. m.|,|UNIDAD COMPRADORA EMETRA|,|1|,|02.mayo.2016 Hora:1:12:32 p. m.|,|25.abril.2016 Hora:11:30:00 a. m.|
|1. Alimentos y semillas~2. Limpieza, fumigación y artículos afines|,|Terminado adjudicado|,|Q1,671.60|,|4768620|,|2837765|,|835782K|,|COMPRAS DE SUMINISTROS DE LIMPIEZA, CAFÉ Y AZÚCAR.|,|18.abril.2016 Hora:3:46:21 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|25.abril.2016 Hora:11:00:00 a. m.|,|UNIDAD COMPRADORA EMETRA|,|1|,|02.mayo.2016 Hora:1:12:32 p. m.|,|25.abril.2016 Hora:11:30:00 a. m.|
|1. Alimentos y semillas~2. Limpieza, fumigación y artículos afines|,|Terminado adjudicado|,|Q1,370.10|,|4768620|,|25294016|,|835782K|,|COMPRAS DE SUMINISTROS DE LIMPIEZA, CAFÉ Y AZÚCAR.|,|18.abril.2016 Hora:3:46:21 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|25.abril.2016 Hora:11:00:00 a. m.|,|UNIDAD COMPRADORA EMETRA|,|1|,|02.mayo.2016 Hora:1:12:32 p. m.|,|25.abril.2016 Hora:11:30:00 a. m.|
