|categoria|,|status|,|monto|,|nog|,|nit_proveedor|,|nit_comprador|,|descripcion|,|fecha_publicada|,|modalidad_compra|,|tipo_ofertas|,|fecha_presentacion_ofertas|,|nombre_comprador|,|unidades|,|fecha_adjudicada|,|fecha_cierre_ofertas|
|Alimentos y semillas|,|Terminado adjudicado|,|Q1,187.50|,|5735858|,|30560128|,|2342855|,|SUMINISTRO DE  CEBADA DE GRANO LIMPIO DORADA (BOLSA SELLADA AL VACIO)|,|29.noviembre.2016 Hora:5:04:34 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|01.diciembre.2016 Hora:8:00:00 a. m.|,|HOSPITAL DE MAZATENANGO|,|1|,|01.diciembre.2016 Hora:2:10:58 p. m.|,|01.diciembre.2016 Hora:8:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q1,392.86|,|5603854|,|38684675|,|2342855|,|LAMPARA CUELLO DE GANSO|,|25.octubre.2016 Hora:2:49:55 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|27.octubre.2016 Hora:8:00:00 a. m.|,|CONSULTORIO LOS AMATES, IZABAL|,|1|,|01.diciembre.2016 Hora:10:45:50 a. m.|,|27.octubre.2016 Hora:8:30:00 a. m.|
|1. Limpieza, fumigación y artículos afines~2. Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q117,000.00|,|5553393|,|12772801|,|3377946|,|COMPRA DE PAPEL HIGIENICO Y TOALLA DE PAPEL SECAMANOS PARA EL MINISTERIO DE RELACIONES EXTERIORES DURANTE EL AÑO 2017|,|28.octubre.2016 Hora:9:59:58 p. m.|,|Cotización (Art. 38 LCE)|,|Sólo en papel.|,|11.noviembre.2016 Hora:3:00:00 p. m.|,|UNIDAD COMPRADORA GENERAL UDAF_MRE|,|2|,|01.diciembre.2016 Hora:8:47:32 p. m.|,|11.noviembre.2016 Hora:3:30:00 p. m.|
|1. Limpieza, fumigación y artículos afines~2. Salud e insumos hospitalarios~3. Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q3,125.00|,|5726506|,|12772801|,|2342855|,|BOLSA PLASTICA TRANSPARENTE, DE 25 LIBRAS.|,|25.noviembre.2016 Hora:4:35:44 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|29.noviembre.2016 Hora:8:00:00 a. m.|,|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|,|1|,|01.diciembre.2016 Hora:2:10:08 p. m.|,|29.noviembre.2016 Hora:8:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q24,642.86|,|5666015|,|4123670|,|2342855|,|CODIGO  8841 EQUIPO DE EPIDURAL DESCARTABLE CONSISTENTE EN AGUJA EPIDURAL No. 16 G X 3 1/4 CON PUNTA TIPO TUOHY Y CATÉTER DE NYLON No. 17G TRANSPARENTE, RADIOPACO, CON PUNTA CERRADA Y ORIFICIOS|,|17.noviembre.2016 Hora:3:36:06 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|21.noviembre.2016 Hora:8:00:00 a. m.|,|HOSPITAL DE ESCUINTLA|,|1|,|01.diciembre.2016 Hora:11:38:26 a. m.|,|21.noviembre.2016 Hora:8:30:00 a. m.|
|1. Salud e insumos hospitalarios~2. Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q88,000.00|,|5728037|,|81811586|,|2318024|,|ADQUISICION DE TAMBOR DE LIGADURA, MSPAS No. 2016-ROO-CD-3667.|,|28.noviembre.2016 Hora:7:49:12 a. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|30.noviembre.2016 Hora:8:30:00 a. m.|,|HOSPITAL ROOSEVELT|,|1|,|01.diciembre.2016 Hora:3:15:12 p. m.|,|30.noviembre.2016 Hora:9:00:00 a. m.|
|1. Salud e insumos hospitalarios~2. Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q13,391.01|,|5733332|,|22339655|,|2342855|,|Dexametasona fosfato sódico,Solución Inyectable 4 mg/ml vial o ampolla|,|29.noviembre.2016 Hora:11:34:15 a. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|01.diciembre.2016 Hora:8:00:00 a. m.|,|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|,|1|,|01.diciembre.2016 Hora:12:46:09 p. m.|,|01.diciembre.2016 Hora:8:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q10,625.00|,|5716535|,|4556984|,|2342855|,|COD  8786 PAPEL CREPADO PARA PROCESOS DE ESTERILIZACION EN VAPOR Y GAS. GRADO MEDICO BOBINA DE 75 CMS X 270 YARDAS (240 A 250 MTS) DE LONGITUD POROSIDAD 50 MICRAS MAXIMO CANT  10 PEDIDO 520/2016|,|23.noviembre.2016 Hora:3:44:55 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|25.noviembre.2016 Hora:8:00:00 a. m.|,|UNIDAD PERIFERICA ZONA 11|,|1|,|01.diciembre.2016 Hora:8:36:03 a. m.|,|25.noviembre.2016 Hora:8:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q89,985.00|,|5674980|,|55792839|,|2318024|,|Polimixina B solución inyectable 50mg base, 500,000 UI (Solicitar Estudios de Eficacia y Seguridad)|,|14.noviembre.2016 Hora:4:02:35 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|16.noviembre.2016 Hora:8:00:00 a. m.|,|HOSPITAL GENERAL SAN JUAN DE DIOS|,|1|,|01.diciembre.2016 Hora:10:36:49 a. m.|,|16.noviembre.2016 Hora:8:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q34,473.21|,|5730414|,|7151667|,|2342855|,|13,000 - AMOXICILINA + ÁCIDO CLAVULÁNICO, CÁPSULA O COMPRIMIDO 500MG + 125MG. C-115|,|28.noviembre.2016 Hora:3:45:49 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|30.noviembre.2016 Hora:8:00:00 a. m.|,|HOSPITAL DEPARTAMENTAL PUERTO BARRIOS, IZABAL|,|1|,|01.diciembre.2016 Hora:4:28:51 p. m.|,|30.noviembre.2016 Hora:8:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q14,250.00|,|5728258|,|29724651|,|2318024|,|COMPRA DE PINZAS QUIRURGICAS, PARA LA DIRECCION DE AREA DE SALUD DE HUEHUETENANGO|,|28.noviembre.2016 Hora:11:18:43 a. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|30.noviembre.2016 Hora:10:00:00 a. m.|,|AREA DE SALUD DE HUEHUETENANGO|,|4|,|01.diciembre.2016 Hora:3:40:05 p. m.|,|30.noviembre.2016 Hora:10:30:00 a. m.|
|Textiles, ropa y calzado|,|Terminado adjudicado|,|Q87,570.00|,|5726050|,|5570751|,|3440915|,|Adquisicion de 120 sombreros de cuatro pedradas tipo campaña|,|25.noviembre.2016 Hora:3:12:39 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|29.noviembre.2016 Hora:10:00:00 a. m.|,|COMPRAS PROVIAL|,|1|,|01.diciembre.2016 Hora:10:00:29 a. m.|,|29.noviembre.2016 Hora:10:30:00 a. m.|
|Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q7,946.43|,|5719666|,|21999864|,|2342855|,|APARATO AUXILIAR AUDITIVO TIPO CANAL DIGITAL PROGRAMABLE POR COMPUTADORA PARA PÉRDIDAS SEVERA-PROFUNDA DERECHA Y MODERADA IZQUIERDA|,|24.noviembre.2016 Hora:10:18:59 a. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|28.noviembre.2016 Hora:8:00:00 a. m.|,|POLICLINICA|,|1|,|01.diciembre.2016 Hora:2:46:24 p. m.|,|28.noviembre.2016 Hora:8:30:00 a. m.|
|1. Computación y telecomunicaciones~2. Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q8,400.00|,|5711010|,|70512191|,|2346125|,|CÁMARAS DIGITALES FOTOGRÁFICAS|,|22.noviembre.2016 Hora:4:28:13 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|24.noviembre.2016 Hora:10:00:00 a. m.|,|UNIDAD DE COMPRAS|,|1|,|01.diciembre.2016 Hora:11:31:59 a. m.|,|24.noviembre.2016 Hora:10:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q82,948.00|,|5668107|,|22345388|,|2342855|,|EVENTO 1726/2016, CLORHIDRATO DE FINGOLIMOD, 0.5MG CAPSULA|,|11.noviembre.2016 Hora:3:21:31 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|25.noviembre.2016 Hora:8:30:00 a. m.|,|UNIDAD DE CONSULTA EXTERNA DE ESPECIALIDADES MEDICO-QUIRURGICAS GERONA|,|1|,|01.diciembre.2016 Hora:10:49:03 a. m.|,|25.noviembre.2016 Hora:9:00:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q3,214.29|,|5715342|,|4066154|,|2342855|,|S/C - SENSOR DE OXIMETRO CON SU RESPECTIVO CABLE PARA MONITOR FETAL MODELO F9 EXPRESS, MARCA EDAN|,|24.noviembre.2016 Hora:12:54:42 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|28.noviembre.2016 Hora:8:30:00 a. m.|,|HOSPITAL DE GINECO OBSTETRICIA|,|1|,|01.diciembre.2016 Hora:3:41:39 p. m.|,|28.noviembre.2016 Hora:9:00:00 a. m.|
|Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q68,030.00|,|5643325|,|85079812|,|3133222|,|ADQUISICION CAPSULAS DE RESINA DE EPOXI-ACRILATO|,|15.noviembre.2016 Hora:7:19:42 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|17.noviembre.2016 Hora:8:00:00 a. m.|,|EMPRESA PORTUARIA SANTO TOMAS DE CASTILLA|,|2|,|01.diciembre.2016 Hora:10:46:04 a. m.|,|17.noviembre.2016 Hora:8:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q89,835.00|,|5688639|,|12511862|,|2318024|,|Sujetador de cateter umbilical grande; PARA HOSPITAL GENERAL SAN JUAN DE DIOS|,|17.noviembre.2016 Hora:12:28:57 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|21.noviembre.2016 Hora:9:00:00 a. m.|,|HOSPITAL GENERAL SAN JUAN DE DIOS|,|1|,|01.diciembre.2016 Hora:2:26:18 p. m.|,|21.noviembre.2016 Hora:9:30:00 a. m.|
|1. Salud e insumos hospitalarios~2. Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q66,964.29|,|5711495|,|43969968|,|2342855|,|EVENTO 6097/2016. PAPEL CREPADO PARA PROCESOS DE ESTERILIZACIÓN EN VAPOR Y GAS, GRADO MÉDICO, BOBINA DE 110 CMS X 270 YARDAS ( 240 A 250 MTS.) DE LONGITUD, POROSIDAD 50 MICRAS MAXIMO|,|22.noviembre.2016 Hora:4:18:05 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|24.noviembre.2016 Hora:8:00:00 a. m.|,|HOSPITAL GENERAL DE ENFERMEDADES|,|1|,|01.diciembre.2016 Hora:1:43:00 p. m.|,|24.noviembre.2016 Hora:8:30:00 a. m.|
|1. Salud e insumos hospitalarios~2. Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q25,633.93|,|5712076|,|4123670|,|2342855|,|EVENTO 6121/2016. CATÉTER INTRAVENOSO No.22 G X 1 1/4 A 2 CON AGUJA SILICONIZADA Y CÁMARA DE FLUJO TRANSPARENTE, DE TEFLÓN O POLIURETANO, ACOPLE TIPO LUER LOCK, CONTENIDO EN FUNDA PROTECTORA.|,|22.noviembre.2016 Hora:4:20:04 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|24.noviembre.2016 Hora:8:00:00 a. m.|,|HOSPITAL GENERAL DE ENFERMEDADES|,|1|,|01.diciembre.2016 Hora:10:04:17 a. m.|,|24.noviembre.2016 Hora:8:30:00 a. m.|
|Alimentos y semillas|,|Terminado adjudicado|,|Q81,364.50|,|5702895|,|710605K|,|2318024|,|ADQUISICIÓN DE 4050 UNIDADES DE QUESO FRESCO DE LECHE DE VACA DE 460 GRAMOS. MSPAS No. 2016-HSV-CD-170|,|21.noviembre.2016 Hora:12:52:00 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|23.noviembre.2016 Hora:12:00:00 p. m.|,|HOSPITAL DE SAN VICENTE|,|1|,|01.diciembre.2016 Hora:11:12:26 a. m.|,|23.noviembre.2016 Hora:12:30:00 p. m.|
|1. Salud e insumos hospitalarios~2. Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q84,000.00|,|5734509|,|79839665|,|2318024|,|ARRENDAMIENTO DE EQUIPOS HOSPITALARIOS PARA EL INTENSIVO DE ADULTOS DEL HOSPITAL ROOSEVELT, MSPAS-No. 2016-ROO-CD- 3697.|,|29.noviembre.2016 Hora:2:01:36 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|01.diciembre.2016 Hora:8:30:00 a. m.|,|HOSPITAL ROOSEVELT|,|1|,|01.diciembre.2016 Hora:3:08:46 p. m.|,|01.diciembre.2016 Hora:9:00:00 a. m.|
|Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q76,267.86|,|5678374|,|12511862|,|2342855|,|EVENTO 5923/2016 REPUESTOS PARA VENTILADOR MECANICO PULMONAR PEDIATRICO|,|16.noviembre.2016 Hora:7:04:18 a. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|18.noviembre.2016 Hora:10:00:00 a. m.|,|HOSPITAL GENERAL DE ENFERMEDADES|,|1|,|01.diciembre.2016 Hora:2:28:28 p. m.|,|18.noviembre.2016 Hora:10:30:00 a. m.|
|1. Computación y telecomunicaciones~2. Muebles y mobiliario de oficina~3. Salud e insumos hospitalarios~4. Seguros, fianzas y servicios bancarios~5. Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q54,500.00|,|5689449|,|29724651|,|2318024|,|COMPRA DIRECTA MSPAS No. 2016-HCH-CD158 Adquisición de AUTOCLAVE HORIZONTAL, para el Hospital Nacional de Chimaltenango|,|17.noviembre.2016 Hora:10:57:24 a. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|21.noviembre.2016 Hora:10:30:00 a. m.|,|HOSPITAL NACIONAL DE CHIMALTENANGO|,|1|,|01.diciembre.2016 Hora:4:08:45 p. m.|,|21.noviembre.2016 Hora:11:00:00 a. m.|
|Construcción y materiales afines|,|Terminado adjudicado|,|Q84,060.00|,|5613027|,|57625093|,|3441024|,|SUMINISTRO DE ADOQUIN COLOR GRIS DE 0.20 X 0.20 X 0.80 CMS, PARA SER UTILIZADOS EN DIFERENTES PROYECTOS EN LA CIUDAD CAPITAL|,|26.octubre.2016 Hora:4:39:07 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|28.octubre.2016 Hora:8:00:00 a. m.|,|DIRECCION DE OBRAS|,|1|,|01.diciembre.2016 Hora:10:53:45 a. m.|,|28.octubre.2016 Hora:8:30:00 a. m.|
|Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q26,770.00|,|5719305|,|65637895|,|2492334|,|SERVICIO DE MANTENIMIENTO CORRECTIVO Y/O REPARACIÓN DE 5 AIRES ACONDICIONADOS DE DIFERENTES ÁREAS DE LA SUBDIRECCIÓN GENERAL DE ESTUDIOS Y DOCTRINA DE LA POLICÍA NACIONAL CIVIL|,|24.noviembre.2016 Hora:9:40:37 a. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|29.noviembre.2016 Hora:10:30:00 a. m.|,|SUBDIRECCIÓN GENERAL DE ESTUDIOS|,|1|,|01.diciembre.2016 Hora:10:39:43 a. m.|,|29.noviembre.2016 Hora:11:00:00 a. m.|
|1. Salud e insumos hospitalarios~2. Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q35,714.29|,|5735432|,|671517|,|2342855|,|Hepatitis B Anticuerpo Central Total, Reactivo para la determinacion de.Prueba|,|29.noviembre.2016 Hora:3:56:02 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|01.diciembre.2016 Hora:8:00:00 a. m.|,|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|,|1|,|01.diciembre.2016 Hora:2:53:42 p. m.|,|01.diciembre.2016 Hora:8:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q46,376.00|,|5718589|,|38684675|,|2318024|,|ADQUISICION DE LAMPARAS DE CUELLO DE GANSO PARA LA DIRECCION DE AREA DE SALUD DE QUETZALTENANGO|,|23.noviembre.2016 Hora:5:11:17 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|25.noviembre.2016 Hora:9:30:00 a. m.|,|AREA DE SALUD DE QUETZALTENANGO|,|1|,|01.diciembre.2016 Hora:6:06:01 p. m.|,|25.noviembre.2016 Hora:10:00:00 a. m.|
|1. Limpieza, fumigación y artículos afines~2. Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q1,334.82|,|5707838|,|25212087|,|2342855|,|SERVILLETAS DE PAPEL, PAQUETE DE 100 UNIDADES|,|22.noviembre.2016 Hora:9:25:44 a. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|24.noviembre.2016 Hora:12:00:00 p. m.|,|HOSPITAL DE QUETZALTENANGO|,|1|,|01.diciembre.2016 Hora:4:08:40 p. m.|,|24.noviembre.2016 Hora:12:30:00 p. m.|
|Alimentos y semillas|,|Terminado adjudicado|,|Q16,224.20|,|5701120|,|710605K|,|2342855|,|SUMINISTRO DE LACTEOS  CORRESPONDIENTE AL MES DE DICIEMBRE  2016|,|21.noviembre.2016 Hora:12:41:01 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|23.noviembre.2016 Hora:8:00:00 a. m.|,|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|,|1|,|01.diciembre.2016 Hora:10:32:05 a. m.|,|23.noviembre.2016 Hora:8:30:00 a. m.|
|1. Salud e insumos hospitalarios~2. Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q5,174.00|,|5719356|,|64186059|,|2318024|,|ADQUISICION DE  SONDA DE PVC PARA ASPIRACION NO. 14FR, GUIAS DE ENTUBACION, MSPAS No. 2016-ROO-CD-3656.|,|24.noviembre.2016 Hora:8:41:11 a. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|28.noviembre.2016 Hora:8:30:00 a. m.|,|HOSPITAL ROOSEVELT|,|2|,|01.diciembre.2016 Hora:3:16:40 p. m.|,|28.noviembre.2016 Hora:9:00:00 a. m.|
|1. Salud e insumos hospitalarios~2. Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q78,000.00|,|5715687|,|1494409K|,|2318024|,|Adquisición de reactivos para el diagnóstico de Dengue, Chikungunya y Zika praa uso del Laboratorio Nacional de Salud|,|23.noviembre.2016 Hora:3:21:31 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|28.noviembre.2016 Hora:10:00:00 a. m.|,|LABORATORIO NACIONAL DE SALUD|,|1|,|01.diciembre.2016 Hora:8:10:23 a. m.|,|28.noviembre.2016 Hora:10:30:00 a. m.|
