|categoria|,|status|,|monto|,|nog|,|nit_proveedor|,|nit_comprador|,|descripcion|,|fecha_publicada|,|modalidad_compra|,|tipo_ofertas|,|fecha_presentacion_ofertas|,|nombre_comprador|,|unidades|,|fecha_adjudicada|,|fecha_cierre_ofertas|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q89,950.00|,|4487427|,|22345388|,|2342855|,|Evento No. 145/2016, Compra de Esomeprazol, Tableta recubierta simple o entérica 20 mg|,|28.enero.2016 Hora:11:20:44 a. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|29.enero.2016 Hora:1:30:00 p. m.|,|UNIDAD DE CONSULTA EXTERNA DE ESPECIALIDADES MEDICO-QUIRURGICAS GERONA|,|14,392|,|01.marzo.2016 Hora:11:57:27 a. m.|,|29.enero.2016 Hora:2:00:00 p. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q7,142.86|,|4572939|,|326895|,|2342855|,|Hidroclorotiazida clorhidrato con amilorida, Tableta 50 mg + 5 mg|,|22.febrero.2016 Hora:4:07:27 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|24.febrero.2016 Hora:8:00:00 a. m.|,|HOSPITAL DE MAZATENANGO|,|20,000|,|01.marzo.2016 Hora:11:41:41 a. m.|,|24.febrero.2016 Hora:8:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q75.89|,|4570235|,|8163294|,|2342855|,|20 - OXITOCINA SINTÉTICA, SOLUCIÓN INYECTABLE 5UI/ML, VIAL O AMPOLLA 1ML. C-303|,|22.febrero.2016 Hora:3:28:15 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|24.febrero.2016 Hora:8:00:00 a. m.|,|HOSPITAL DEPARTAMENTAL PUERTO BARRIOS, IZABAL|,|20|,|01.marzo.2016 Hora:3:24:46 p. m.|,|24.febrero.2016 Hora:8:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q208.93|,|4566858|,|5506433|,|2342855|,|24 SUTURA ABSORBIBLE NATURAL CROMICA (CATGUT CRÓMICO) NO. 4-0 AGUJA CURVA ½ CÍRCULO, PUNTA CÓNICA, CILÍNDRICA, 2.4.0.1.1. (26MM). EMPAQUE INDIVIDUAL, ESTÉRIL C-7317|,|22.febrero.2016 Hora:3:20:22 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|24.febrero.2016 Hora:8:00:00 a. m.|,|HOSPITAL DEPARTAMENTAL PUERTO BARRIOS, IZABAL|,|24|,|01.marzo.2016 Hora:4:50:54 p. m.|,|24.febrero.2016 Hora:8:30:00 a. m.|
|1. Electricidad y aire acondicionado~2. Salud e insumos hospitalarios~3. Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q25,625.00|,|4527615|,|834300|,|2342855|,|S/C ACCESORIOS PARA CALDERA MARCA CLEAVER BROOCKS, MODELO CB-600-125 HP. SERIE L-68949, PRIMERA PROGRAMACION CUATRIMESTRAL 2016. CIERRE DE OFERTAS 19/02/2016 11:00 Am.|,|10.febrero.2016 Hora:3:12:06 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|19.febrero.2016 Hora:10:30:00 a. m.|,|HOSPITAL DE ESCUINTLA|,|2~2~2|,|01.marzo.2016 Hora:12:25:07 p. m.|,|19.febrero.2016 Hora:11:00:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q89,857.14|,|4553802|,|22345388|,|2342855|,|LISTADO 510-2016 Ciclosporina microemulsión Cápsula 25 mG CODIGO 2008 SE SOLICITA PARA PACIENTES  AMPARADOS|,|16.febrero.2016 Hora:2:56:48 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|18.febrero.2016 Hora:8:00:00 a. m.|,|UNIDAD DE CONSULTA EXTERNA DE ENFERMEDADES|,|8,000|,|01.marzo.2016 Hora:12:17:38 p. m.|,|18.febrero.2016 Hora:8:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q31,197.86|,|4573943|,|8163294|,|2342855|,|INSULINA NPH HUMANA SOLUCIÓN INYECTABLE 100 U/ML VIAL 10 ML.|,|23.febrero.2016 Hora:10:28:47 a. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|24.febrero.2016 Hora:3:00:00 p. m.|,|HOSPITAL DE HUEHUETENANGO, HUEHUETENANGO|,|920|,|01.marzo.2016 Hora:12:39:33 p. m.|,|24.febrero.2016 Hora:3:30:00 p. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q87,975.00|,|4577493|,|28583566|,|2342855|,|LISTADO 661-2016 Benzbromarona tableta 50 mg CODIGO 914|,|23.febrero.2016 Hora:2:03:00 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|25.febrero.2016 Hora:8:30:00 a. m.|,|UNIDAD DE CONSULTA EXTERNA DE ENFERMEDADES|,|10,200|,|01.marzo.2016 Hora:12:12:25 p. m.|,|25.febrero.2016 Hora:9:00:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q47,982.14|,|4588118|,|5854229|,|2318024|,|ADQUISICION DE HIDROXIDO DE ALUMINIO Y MAGNESIO, PARA LA DIRECCION DE AREA DE SALUD GUATEMALA SUR|,|25.febrero.2016 Hora:3:17:06 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|01.marzo.2016 Hora:8:30:00 a. m.|,|DIRECCION DE AREA DE SALUD GUATEMALA SUR|,|5,719|,|01.marzo.2016 Hora:10:43:14 a. m.|,|01.marzo.2016 Hora:9:00:00 a. m.|
|Computación y telecomunicaciones|,|Terminado adjudicado|,|Q2,785.71|,|4523369|,|34161902|,|2342855|,|PEDIDO No. 616/2016, CANTIDAD -8- SIN CODIGO, DISCO DURO SATA 500 GB INTERNO|,|08.febrero.2016 Hora:2:58:28 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|11.febrero.2016 Hora:9:00:00 a. m.|,|POLICLINICA|,|8|,|01.marzo.2016 Hora:11:27:45 a. m.|,|11.febrero.2016 Hora:9:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q4,500.00|,|4548345|,|5490421|,|2318024|,|PRODUCTOS MEDICINALES Y FARMACÉUTICOS|,|15.febrero.2016 Hora:12:42:54 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|18.febrero.2016 Hora:12:00:00 p. m.|,|HOSPITAL DE SAN VICENTE|,|100~10~700~1,500~340~300~250~300~20,000~35,000~250|,|01.marzo.2016 Hora:9:15:37 a. m.|,|18.febrero.2016 Hora:12:30:00 p. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q4,235.00|,|4548345|,|62359193|,|2318024|,|PRODUCTOS MEDICINALES Y FARMACÉUTICOS|,|15.febrero.2016 Hora:12:42:54 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|18.febrero.2016 Hora:12:00:00 p. m.|,|HOSPITAL DE SAN VICENTE|,|100~10~700~1,500~340~300~250~300~20,000~35,000~250|,|01.marzo.2016 Hora:9:15:37 a. m.|,|18.febrero.2016 Hora:12:30:00 p. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q3,640.00|,|4548345|,|8163294|,|2318024|,|PRODUCTOS MEDICINALES Y FARMACÉUTICOS|,|15.febrero.2016 Hora:12:42:54 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|18.febrero.2016 Hora:12:00:00 p. m.|,|HOSPITAL DE SAN VICENTE|,|100~10~700~1,500~340~300~250~300~20,000~35,000~250|,|01.marzo.2016 Hora:9:15:37 a. m.|,|18.febrero.2016 Hora:12:30:00 p. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q1,275.00|,|4548345|,|42224799|,|2318024|,|PRODUCTOS MEDICINALES Y FARMACÉUTICOS|,|15.febrero.2016 Hora:12:42:54 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|18.febrero.2016 Hora:12:00:00 p. m.|,|HOSPITAL DE SAN VICENTE|,|100~10~700~1,500~340~300~250~300~20,000~35,000~250|,|01.marzo.2016 Hora:9:15:37 a. m.|,|18.febrero.2016 Hora:12:30:00 p. m.|
|Construcción y materiales afines|,|Terminado adjudicado|,|Q12,995.50|,|4585755|,|36637238|,|3441024|,|Compra de 400 varillas de hierro liso de 1/4 Comercial, 450 varillas de hierro corrugado de 3/8 Comercial y 250 varillas de hierro corrugado de 1/2 Comercial.|,|25.febrero.2016 Hora:11:32:17 a. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|26.febrero.2016 Hora:2:00:00 p. m.|,|DIRECCION DE OBRAS|,|1,100|,|01.marzo.2016 Hora:4:42:56 p. m.|,|26.febrero.2016 Hora:2:30:00 p. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q375.00|,|4573633|,|1204076|,|2342855|,|Aciclovir, Tableta 400 mg|,|22.febrero.2016 Hora:3:56:49 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|24.febrero.2016 Hora:8:00:00 a. m.|,|HOSPITAL DE MAZATENANGO|,|700|,|01.marzo.2016 Hora:1:48:44 p. m.|,|24.febrero.2016 Hora:8:30:00 a. m.|
|Construcción y materiales afines|,|Terminado adjudicado|,|Q28,000.00|,|4585194|,|20464827|,|6506658|,|MANTENIMIENTO CARRETERA DE CABECERA MUNICIPAL HACIA ALDEA MASHASHAPA ZAPOTITLAN, JUTIAPA|,|25.febrero.2016 Hora:10:03:02 a. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|26.febrero.2016 Hora:11:00:00 a. m.|,|MUNICIPALIDAD DE ZAPOTITLAN, JUTIAPA|,|400|,|01.marzo.2016 Hora:12:48:00 p. m.|,|26.febrero.2016 Hora:11:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q73,416.00|,|4583876|,|575461|,|2318024|,|COMPRA DE PELICULAS RADIOGRAFICAS 10X12 PARA EL AREA DE RADIOLOGIA DEL HOSPITAL REGIONAL DE OCCIDENTE|,|25.febrero.2016 Hora:11:38:58 a. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|29.febrero.2016 Hora:11:38:00 a. m.|,|HOSPITAL REGIONAL DE OCCIDENTE QUETZALTENANGO|,|190|,|01.marzo.2016 Hora:3:21:23 p. m.|,|29.febrero.2016 Hora:12:08:00 p. m.|
|1. Construcción y materiales afines~2. Electricidad y aire acondicionado~3. Limpieza, fumigación y artículos afines~4. Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q89,680.00|,|4581474|,|36637238|,|2318024|,|MATERIALES DE CONSTRUCCIÓN PARA EL HOSPITAL GENERAL SAN JUAN DE DIOS|,|24.febrero.2016 Hora:11:59:54 a. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|29.febrero.2016 Hora:8:00:00 a. m.|,|HOSPITAL GENERAL SAN JUAN DE DIOS|,|18~24~18~400~50|,|01.marzo.2016 Hora:8:35:21 a. m.|,|29.febrero.2016 Hora:8:30:00 a. m.|
|Papelería y artículos de librería|,|Terminado adjudicado|,|Q62,322.00|,|4584058|,|12772801|,|2492334|,|Compra de papel higiénico para el Ministerio de Gobernación|,|24.febrero.2016 Hora:7:26:59 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|26.febrero.2016 Hora:12:00:00 p. m.|,|DIRECCION DE SERVICIOS ADMINISTRATIVOS Y FINANCIEROS|,|325|,|01.marzo.2016 Hora:4:38:29 p. m.|,|26.febrero.2016 Hora:12:30:00 p. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q89,986.88|,|4589645|,|55792839|,|2342855|,|LISTADO NO.558-2016 - CODIGO 133 - Didanosina, Cápsula de liberación prolongada 250 mg.|,|25.febrero.2016 Hora:5:27:29 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|27.febrero.2016 Hora:8:30:00 a. m.|,|UNIDAD DE CONSULTA EXTERNA DE ENFERMEDADES|,|2,310|,|01.marzo.2016 Hora:4:47:48 p. m.|,|27.febrero.2016 Hora:9:00:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q9,769.60|,|4565630|,|40878422|,|2342855|,|1,720 Gliclazida, Comprimidos ranurados de liberación modificada 60 mg.|,|24.febrero.2016 Hora:2:38:25 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|26.febrero.2016 Hora:10:00:00 a. m.|,|SALA ANEXA HOSPITAL NACIONAL SAN BENITO PETEN, PETEN|,|1,720|,|01.marzo.2016 Hora:3:12:50 p. m.|,|26.febrero.2016 Hora:10:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q2,857.14|,|4605586|,|65488180|,|2342855|,|MATERIAL DE OSTEOSINTESIS PARA EL PACIENTE ZENONA PICHILLA RAMIREZ, AFILIACION 200700364735, FECHA DE OPERACION 02/03/2016, SOLICITA DR. DIEGO ORDOÑEZ, DX. FRACTURA DISTAL RADIO IZQUIERDO|,|01.marzo.2016 Hora:1:22:58 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|01.marzo.2016 Hora:2:30:00 p. m.|,|HOSPITAL DE ESCUINTLA|,|1|,|01.marzo.2016 Hora:3:36:42 p. m.|,|01.marzo.2016 Hora:3:00:00 p. m.|
|Papelería y artículos de librería|,|Terminado adjudicado|,|Q553.13|,|4548884|,|25212087|,|2342855|,|PAPEL CARTA PARA FOTOCOPIADORA (RESMA)|,|16.febrero.2016 Hora:2:55:01 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|18.febrero.2016 Hora:8:00:00 a. m.|,|UNIDAD PERIFERICA ZONA 11|,|30|,|01.marzo.2016 Hora:11:04:23 a. m.|,|18.febrero.2016 Hora:8:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q89,760.00|,|4589882|,|7477279|,|2342855|,|LISTADO 715-2016 CODIGO 10584 GUATECOMPRAS.|,|25.febrero.2016 Hora:5:52:38 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|27.febrero.2016 Hora:8:00:00 a. m.|,|UNIDAD DE CONSULTA EXTERNA DE ENFERMEDADES|,|22|,|01.marzo.2016 Hora:5:10:46 a. m.|,|27.febrero.2016 Hora:8:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q89,986.88|,|4589769|,|55792839|,|2342855|,|LISTADO NO.561-2016 - CODIGO 133 - Didanosina, Cápsula de liberación prolongada 250 mg.|,|25.febrero.2016 Hora:5:30:42 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|27.febrero.2016 Hora:8:30:00 a. m.|,|UNIDAD DE CONSULTA EXTERNA DE ENFERMEDADES|,|2,310|,|01.marzo.2016 Hora:4:52:24 p. m.|,|27.febrero.2016 Hora:9:00:00 a. m.|
|Construcción y materiales afines|,|Terminado adjudicado|,|Q59,156.50|,|4511506|,|27488446|,|2551179|,|COMPRA DE MATERIALES DIVERSOS PARA TRABAJOS DE MANTENIMIENTO Y REPARACIONES DE LA FACULTAD DE INGENIERÍA|,|18.febrero.2016 Hora:12:29:43 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|23.febrero.2016 Hora:10:30:00 a. m.|,|FACULTAD DE INGENIERIA.|,|126|,|01.marzo.2016 Hora:9:05:30 a. m.|,|23.febrero.2016 Hora:11:00:00 a. m.|
|Construcción y materiales afines|,|Terminado adjudicado|,|Q28,004.51|,|4511506|,|6039022|,|2551179|,|COMPRA DE MATERIALES DIVERSOS PARA TRABAJOS DE MANTENIMIENTO Y REPARACIONES DE LA FACULTAD DE INGENIERÍA|,|18.febrero.2016 Hora:12:29:43 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|23.febrero.2016 Hora:10:30:00 a. m.|,|FACULTAD DE INGENIERIA.|,|126|,|01.marzo.2016 Hora:9:05:30 a. m.|,|23.febrero.2016 Hora:11:00:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q2,812.50|,|4572793|,|5854229|,|2342855|,|Claritromicina, Tableta 500 mg|,|22.febrero.2016 Hora:4:10:45 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|24.febrero.2016 Hora:8:00:00 a. m.|,|HOSPITAL DE MAZATENANGO|,|1,500|,|01.marzo.2016 Hora:12:48:35 p. m.|,|24.febrero.2016 Hora:8:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q37,125.00|,|4572653|,|43969968|,|2342855|,|JABON  QUIRURGICO  BACTERICIDA  CON GLUCONATO DE  CLORHEXIDINA 4% + PANTENOL ACTIVADO, CON PEDAL Y DISPENSADOR EN ESPUMA  ENVASE  1  LITRO CON FILTRO Y VALVULA  DE  FLUJO UNIDIRECCIONAL . LITRO|,|22.febrero.2016 Hora:4:13:18 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|24.febrero.2016 Hora:8:00:00 a. m.|,|HOSPITAL DE MAZATENANGO|,|252|,|01.marzo.2016 Hora:10:34:52 a. m.|,|24.febrero.2016 Hora:8:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q79,029.80|,|4585372|,|8163294|,|2318024|,|MSPAS No. 2016-HMA-CD22 ADQUISICIÓN DE PRODUCTOS MEDICINALES Y FARMACEUTICOS.|,|25.febrero.2016 Hora:10:50:03 a. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|26.febrero.2016 Hora:1:30:00 p. m.|,|HOSPITAL NACIONAL MAZATENANGO|,|510~6,893~1,400~8,000|,|01.marzo.2016 Hora:4:11:32 p. m.|,|26.febrero.2016 Hora:2:00:00 p. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q5,169.75|,|4585372|,|5108667|,|2318024|,|MSPAS No. 2016-HMA-CD22 ADQUISICIÓN DE PRODUCTOS MEDICINALES Y FARMACEUTICOS.|,|25.febrero.2016 Hora:10:50:03 a. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|26.febrero.2016 Hora:1:30:00 p. m.|,|HOSPITAL NACIONAL MAZATENANGO|,|510~6,893~1,400~8,000|,|01.marzo.2016 Hora:4:11:32 p. m.|,|26.febrero.2016 Hora:2:00:00 p. m.|
|Computación y telecomunicaciones|,|Terminado adjudicado|,|Q49,020.00|,|4574621|,|67241999|,|2551179|,|6 Sistema Informático de Educación Virtual|,|24.febrero.2016 Hora:4:51:24 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|26.febrero.2016 Hora:9:00:00 a. m.|,|FACULTAD DE INGENIERIA.|,|6|,|01.marzo.2016 Hora:9:18:46 a. m.|,|26.febrero.2016 Hora:9:30:00 a. m.|
|1. Salud e insumos hospitalarios~2. Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q765.00|,|4591232|,|2358033K|,|2342855|,|Ranitidina clorhidrato,Solución inyectable 25 mg/ml vial o ampolla 2 ml|,|26.febrero.2016 Hora:10:54:51 a. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|29.febrero.2016 Hora:8:30:00 a. m.|,|HOSPITAL GENERAL DE ACCIDENTES CEIBAL|,|500|,|01.marzo.2016 Hora:3:34:14 p. m.|,|29.febrero.2016 Hora:9:00:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q89,976.59|,|4542576|,|320811|,|2342855|,|EVENTO NO. 377-2016|,|12.febrero.2016 Hora:12:37:38 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|15.febrero.2016 Hora:1:00:00 p. m.|,|HOSPITAL DR. JUAN JOSE AREVALO BERMEJO|,|10,610|,|01.marzo.2016 Hora:9:23:42 a. m.|,|15.febrero.2016 Hora:1:30:00 p. m.|
