|categoria|,|status|,|monto|,|nog|,|nit_proveedor|,|nit_comprador|,|descripcion|,|fecha_publicada|,|modalidad_compra|,|tipo_ofertas|,|fecha_presentacion_ofertas|,|nombre_comprador|,|unidades|,|fecha_adjudicada|,|fecha_cierre_ofertas|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q89,257.14|,|5065399|,|22345388|,|2342855|,|LISTADO 3157-2016 CODIGO 10571 GUATECOMPRAS.|,|25.junio.2016 Hora:10:17:24 a. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|29.junio.2016 Hora:8:00:00 a. m.|,|UNIDAD DE CONSULTA EXTERNA DE ENFERMEDADES|,|1|,|04.julio.2016 Hora:1:56:25 p. m.|,|29.junio.2016 Hora:8:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q86,062.50|,|5065240|,|7477279|,|2342855|,|LISTADO 3146-2016 FEIBA GUATECOMPRAS|,|25.junio.2016 Hora:8:39:03 a. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|28.junio.2016 Hora:8:00:00 a. m.|,|UNIDAD DE CONSULTA EXTERNA DE ENFERMEDADES|,|1|,|04.julio.2016 Hora:2:26:38 p. m.|,|28.junio.2016 Hora:8:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q73,436.81|,|5065429|,|22345388|,|2342855|,|LISTADO 3160-2016 LENALIDOMIDA 10 MG GUATECOMPRAS.|,|25.junio.2016 Hora:10:19:05 a. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|29.junio.2016 Hora:8:00:00 a. m.|,|UNIDAD DE CONSULTA EXTERNA DE ENFERMEDADES|,|1|,|04.julio.2016 Hora:1:14:11 p. m.|,|29.junio.2016 Hora:8:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q73,436.81|,|5064953|,|22345388|,|2342855|,|LISTADO 3137-2016 LENALIDOMIDA 10 MG GUATECOMPRAS.|,|25.junio.2016 Hora:7:27:51 a. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|28.junio.2016 Hora:8:00:00 a. m.|,|UNIDAD DE CONSULTA EXTERNA DE ENFERMEDADES|,|1|,|04.julio.2016 Hora:1:25:49 p. m.|,|28.junio.2016 Hora:8:30:00 a. m.|
|Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q55,500.00|,|5076552|,|72267445|,|4208447|,|LA RECTIFICACION DE RUTA BALASTRADA DE CHUACORRAL 1 A CHUACORRAL 2 DEL MUNICIPIO DE SANTA MARIA CHIQUIMULA, TOTONICAPAN|,|28.junio.2016 Hora:3:25:05 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|01.julio.2016 Hora:10:00:00 a. m.|,|DEPARTAMENTO DE COMPRAS|,|1|,|04.julio.2016 Hora:9:58:20 a. m.|,|01.julio.2016 Hora:10:30:00 a. m.|
|1. Electricidad y aire acondicionado~2. Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q5,049.11|,|5030870|,|36933422|,|2342855|,|MANTENIMIENTO Y REPARACION DE AIRES ACONDICIONADOS TIPO MINI SPLIT,  BIEN No. 474490, 474491, 327687, 335522, 347815, 347816, 395932, 365807, 438490, 438485, 438489, 438488 Y 438486 QUE INCLUYE|,|16.junio.2016 Hora:4:37:09 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|21.junio.2016 Hora:10:00:00 a. m.|,|CENTRO DE ATENCION MEDICA INTEGRAL PARA PENSIONADOS (CAMIP)|,|1|,|04.julio.2016 Hora:4:16:09 p. m.|,|21.junio.2016 Hora:10:30:00 a. m.|
|Construcción y materiales afines|,|Terminado adjudicado|,|Q49,700.00|,|5074274|,|18155960|,|6596037|,|Compra de materiales de construcción, para el Mejoramiento Sistema de Agua Potable Caserío Buenos Aires aldea Cunlaj, Tacana San Marcos.|,|29.junio.2016 Hora:9:50:22 a. m.|,|Adquisición Directa por Ausencia de Oferta (Art. 32 LCE)|,|Sólo en papel.|,|01.julio.2016 Hora:9:00:00 a. m.|,|TESORERIA MUNICIPAL DE TACANÀ, SAN MARCOS|,|57|,|04.julio.2016 Hora:4:31:11 p. m.|,|01.julio.2016 Hora:9:30:00 a. m.|
|Construcción y materiales afines|,|Terminado adjudicado|,|Q35,920.00|,|5071690|,|21162484|,|6316131|,|COMPRA DIRECTA CON OFERTA ELECTRÓNICA PARA EL SERVICIO DE ALQUILER DE MAQUINARIA PARA PROYECTO MEJORAMIENTO CALLE (BALASTRADO) SECTOR LOS HERNANDEZ, ALDEA MORAN, EL PROGRESO, JUTIAPA.|,|27.junio.2016 Hora:4:56:52 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|29.junio.2016 Hora:5:00:00 p. m.|,|OFICINA MUNICIPAL DE PLANIFICACION|,|4|,|04.julio.2016 Hora:11:47:54 a. m.|,|29.junio.2016 Hora:5:30:00 p. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q8,835.27|,|5055342|,|84449497|,|2342855|,|Solución pediátrica No. 2, Solución masiva parenteral, Dextrosa 2.5 g y NaCl 0.45 g, frasco o bolsa 250 ml|,|23.junio.2016 Hora:2:00:53 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|27.junio.2016 Hora:8:00:00 a. m.|,|HOSPITAL DE MAZATENANGO|,|1|,|04.julio.2016 Hora:11:35:24 a. m.|,|27.junio.2016 Hora:8:30:00 a. m.|
|1. Salud e insumos hospitalarios~2. Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q89,713.57|,|5040167|,|7477279|,|2342855|,|EVENTO 1056/2016, RISEDRONATO SÓDICO, TABLETA 35MG|,|20.junio.2016 Hora:4:14:10 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|23.junio.2016 Hora:9:00:00 a. m.|,|UNIDAD DE CONSULTA EXTERNA DE ESPECIALIDADES MEDICO-QUIRURGICAS "GERONA"|,|1|,|04.julio.2016 Hora:12:05:50 p. m.|,|23.junio.2016 Hora:9:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q89,067.86|,|5064880|,|320811|,|2342855|,|LISTADO 3130-2016 CODIGO 10586 GUATECOMPRAS.|,|25.junio.2016 Hora:7:24:44 a. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|28.junio.2016 Hora:8:00:00 a. m.|,|UNIDAD DE CONSULTA EXTERNA DE ENFERMEDADES|,|1|,|04.julio.2016 Hora:2:59:00 p. m.|,|28.junio.2016 Hora:8:30:00 a. m.|
|Construcción y materiales afines|,|Terminado adjudicado|,|Q47,785.00|,|5048699|,|54183529|,|3377725|,|Materiales varios, vea bases. (F56 3001 od)|,|22.junio.2016 Hora:11:09:07 a. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|24.junio.2016 Hora:11:00:00 a. m.|,|DEPARTAMENTO DE ADQUISICIONES DE BIENES Y SERVICIOS|,|6|,|04.julio.2016 Hora:2:42:09 p. m.|,|24.junio.2016 Hora:11:30:00 a. m.|
|Otros tipos de bienes o servicios|,|Terminado adjudicado|,|Q1,149,362.00|,|4661869|,|26284340|,|3440915|,|MANTENIMIENTO RUTINARIO DE LA RED VIAL NO PAVIMENTADA T-018-2016|,|08.abril.2016 Hora:5:33:23 p. m.|,|Licitación Pública (Art. 17 LCE)|,|Sólo en papel.|,|27.mayo.2016 Hora:8:00:00 a. m.|,|UNIDAD EJECUTORA DE CONSERVACION VIAL|,|1|,|04.julio.2016 Hora:7:27:57 p. m.|,|27.mayo.2016 Hora:8:30:00 a. m.|
|Salud e insumos hospitalarios|,|Terminado adjudicado|,|Q4,250.00|,|5055644|,|84384107|,|2342855|,|Dutasteride, Cápsula gelatina blanda 0.5 mg|,|23.junio.2016 Hora:2:08:59 p. m.|,|Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b)|,|Sólo electrónicas.|,|27.junio.2016 Hora:8:00:00 a. m.|,|HOSPITAL DE MAZATENANGO|,|1|,|04.julio.2016 Hora:10:39:51 a. m.|,|27.junio.2016 Hora:8:30:00 a. m.|
