|entidad_superior|,|departamento|,|nit|,|origen_fondos|,|nombre|,|municipio|
|ORGANISMO JUDICIAL|,|GUATEMALA|,|3377725|,|11120002 - ORGANISMO JUDICIAL|,|DEPARTAMENTO DE ADQUISICIONES DE BIENES Y SERVICIOS|,|GUATEMALA|
|FEDERACION NACIONAL DE BOLICHE C.D.A.G.|,|GUATEMALA|,|6669905|,|11300065 - FEDERACION NACIONAL DE BOLICHE C.D.A.G|,|FEDERACIÓN NACIONAL DE BOLICHE|,|GUATEMALA|
|MINISTERIO DE TRABAJO Y PREVISIÓN SOCIAL|,|GUATEMALA|,|3440168|,|11130010 - MINISTERIO DE TRABAJO Y PREVISIÓN SOCIAL|,|CONTRATACIONES Y ADQUISICIONES|,|GUATEMALA|
|CONSEJO NACIONAL DE LA JUVENTUD|,|GUATEMALA|,|8315973|,|11130016 - CONSEJO NACIONAL DE LA JUVENTUD|,|SUBDIRECCIÓN FINANCIERA|,|GUATEMALA|
|SECRETARÍA DE COORDINACIÓN EJECUTIVA DE LA PRESIDENCIA|,|GUATEMALA|,|6881173|,|11130016 - SECRETARÍA DE COORDINACION  EJECUTIVA  DE LA PRESIDENCIA|,|DEPARTAMENTO FINANCIERO SCEP-CENTRAL|,|GUATEMALA|
|MUNICIPALIDAD DE RETALHULEU, RETALHULEU|,|RETALHULEU|,|4273109|,|12101101 - MUNICIPALIDAD DE RETALHULEU|,|UNIDAD DE COMPRAS|,|RETALHULEU|
|MUNICIPALIDAD DE SANTIAGO SACATEPEQUEZ, SACATEPÉQUEZ|,|SACATEPEQUEZ|,|6252087|,|12100306 - MUNICIPALIDAD DE SANTIAGO SACATEPEQUEZ|,|ADMINISTRACION FINANCIERA MUNICIPAL|,|SANTIAGO SACATEPEQUEZ|
|MUNICIPALIDAD DE CONCEPCIÓN, HUEHUETENANGO|,|HUEHUETENANGO|,|5986699|,|12101322 - MUNICIPALIDAD DE CONCEPCION|,|TESORERÌA MUNICIPAL|,|CONCEPCION HUISTA|
|MUNICIPALIDAD DE CABAÑAS, ZACAPA|,|ZACAPA|,|5518032|,|12101907 - MUNICIPALIDAD DE CABAÑAS|,|DIRECCION DE ADMINISTRACION FINANCIERA MUNICIPAL|,|CABA?AS|
|MUNICIPALIDAD DE USUMATLAN, ZACAPA|,|ZACAPA|,|11658452|,|12101906 - MUNICIPALIDAD DE USUMATLAN|,|DIRECCION MUNICIPAL DE PLANIFICACION|,|USUMATLAN|
|MUNICIPALIDAD DE COLOMBA, QUETZALTENANGO|,|QUETZALTENANGO|,|6578527|,|12100917 - MUNICIPALIDAD DE COLOMBA|,|DEPARTAMENTO DE COMPRAS Y CONTRATACIONES|,|COLOMBA|
|MUNICIPALIDAD DE RAXRUHA ALTA VERAPAZ|,|ALTA VERAPAZ|,|61655066|,|12101617 - MUNICIPALIDAD DE RAXRUHA|,|MUNICIPALIDAD RAXRUHÁ|,|RAXRUHA|
|MUNICIPALIDAD DE RAXRUHA ALTA VERAPAZ|,|ALTA VERAPAZ|,|61655066|,|12101617 - MUNICIPALIDAD DE RAXRUHA|,|UNIDAD COMPRAS DIRECTAS|,|RAXRUHA|
|CONSEJO NACIONAL DE ÁREAS PROTEGIDAS|,|GUATEMALA|,|6632580|,|11130016 - CONSEJO NACIONAL DE AREAS PROTEGIDAS|,|DEPARTAMENTO DE COMPRAS|,|GUATEMALA|
|INSTITUTO NACIONAL DE ADMINISTRACION PUBLICA INAP|,|GUATEMALA|,|3440737|,|11200032 - INST. NAC. DE ADMINISTRACION  PUBLICA  -INAP-|,|COMPRAS|,|GUATEMALA|
|INSTITUTO GUATEMALTECO DE TURISMO -INGUAT-|,|GUATEMALA|,|3441008|,|11200053 - INST. GUATEMALTECO DE TURISMO -INGUAT-|,|SECCIÓN DE COMPRAS|,|GUATEMALA|
|BENEMÉRITO CUERPO DE BOMBEROS MUNICIPALES|,|GUATEMALA|,|6636950|,|null|,|DEPARTAMENTO DE COMPRAS DEL C.B.M.|,|GUATEMALA|
|MUNICIPALIDAD DE FLORES COSTA CUCA, QUETZALTENANGO|,|QUETZALTENANGO|,|624775K|,|12100922 - MUNICIPALIDAD DE FLORES COSTA CUCA|,|DIRECCION MUNICIPAL DE PLANIFICACION FLORES C.C.|,|FLORES COSTA CUCA|
|MUNICIPALIDAD DE SAN RAYMUNDO, GUATEMALA|,|GUATEMALA|,|4630963|,|12100111 - MUNICIPALIDAD DE SAN RAYMUNDO|,|UNIDAD DE COMPRAS ALMACEN E INVENTARIO|,|SAN RAYMUNDO|
|MUNICIPALIDAD DE IPALA, CHIQUIMULA|,|CHIQUIMULA|,|5563046|,|12102011 - MUNICIPALIDAD DE IPALA|,|MUNICIPALIDAD DE IPALA, CHIQUIMULA|,|IPALA|
|MINISTERIO DE EDUCACIÓN|,|SUCHITEPEQUEZ|,|3225399|,|11130008 - MINISTERIO DE EDUCACIÓN|,|DIRECCIÓN DEPARTAMENTAL DE SUCHITEPEQUEZ|,|MAZATENANGO|
|MINISTERIO DE EDUCACIÓN|,|JUTIAPA|,|3225399|,|11130008 - MINISTERIO DE EDUCACIÓN|,|DIRECCIÓN DEPARTAMENTAL DE EDUCACIÓN DE JUTIAPA|,|JUTIAPA|
|MINISTERIO DE EDUCACIÓN|,|TOTONICAPAN|,|3225399|,|11130008 - MINISTERIO DE EDUCACIÓN|,|DIRECCIÓN DEPARTAMENTAL DE EDUCACIÓN DE TOTONICAPAN|,|TOTONICAPAN|
|MINISTERIO DE EDUCACIÓN|,|GUATEMALA|,|3225399|,|11130008 - MINISTERIO DE EDUCACIÓN|,|DIRECCIÓN DE INFORMÁTICA -DINFO-|,|GUATEMALA|
|MINISTERIO DE EDUCACIÓN|,|RETALHULEU|,|3225399|,|11130008 - MINISTERIO DE EDUCACIÓN|,|DIRECCIÓN DEPARTAMENTAL DE EDUCACIÓN DE RETALHULEU|,|RETALHULEU|
|MINISTERIO DE EDUCACIÓN|,|QUETZALTENANGO|,|3225399|,|11130008 - MINISTERIO DE EDUCACIÓN|,|DIRECCIÓN DEPARTAMENTAL DE QUETZALTENANGO|,|QUETZALTENANGO|
|MINISTERIO DE EDUCACIÓN|,|JALAPA|,|3225399|,|11130008 - MINISTERIO DE EDUCACIÓN|,|DIRECCIÓN DEPARTAMENTAL DE EDUCACIÓN DE JALAPA|,|JALAPA|
|MINISTERIO DE EDUCACIÓN|,|CHIMALTENANGO|,|3225399|,|11130008 - MINISTERIO DE EDUCACIÓN|,|DIRECCIÓN DEPARTAMENTAL DE EDUCACIÓN CHIMALTENANGO|,|CHIMALTENANGO|
|MINISTERIO DE EDUCACIÓN|,|SAN MARCOS|,|3225399|,|11130008 - MINISTERIO DE EDUCACIÓN|,|DIRECCIÓN DEPARTAMENTAL DE EDUCACIÓN DE SAN MARCOS|,|SAN MARCOS|
|MINISTERIO DE EDUCACIÓN|,|EL PROGRESO|,|3225399|,|11130008 - MINISTERIO DE EDUCACIÓN|,|DIRECCIÓN DEPARTAMENTAL DE EDUCACIÓN DE EL PROGRESO|,|GUASTATOYA|
|MINISTERIO DE EDUCACIÓN|,|GUATEMALA|,|3225399|,|11130008 - MINISTERIO DE EDUCACIÓN|,|DIRECCION GENERAL DE EDUCACION FISICA|,|GUATEMALA|
|MINISTERIO DE EDUCACIÓN|,|GUATEMALA|,|3225399|,|11130008 - MINISTERIO DE EDUCACIÓN|,|DIRECCIÓN GENERAL DE GESTIÓN DE CALIDAD EDUCATIVA -DIGECADE-|,|GUATEMALA|
|MINISTERIO DE EDUCACIÓN|,|ALTA VERAPAZ|,|3225399|,|11130008 - MINISTERIO DE EDUCACIÓN|,|DIRECCIÓN DEPARTAMENTAL DE EDUCACIÓN DE ALTA VERAPAZ|,|COBAN|
|MINISTERIO DE EDUCACIÓN|,|GUATEMALA|,|3225399|,|11130008 - MINISTERIO DE EDUCACIÓN|,|JURADO NACIONAL DE OPOSICION|,|GUATEMALA|
|MINISTERIO DE EDUCACIÓN|,|GUATEMALA|,|3225399|,|11130008 - MINISTERIO DE EDUCACIÓN|,|DIRECCIÓN GENERAL DE EDUCACIÓN BILINGUE|,|GUATEMALA|
|MINISTERIO DE EDUCACIÓN|,|GUATEMALA|,|3225399|,|11130008 - MINISTERIO DE EDUCACIÓN|,|DIRECCIÓN DEPARTAMENTAL DE EDUCACIÓN DE GUATEMALA ORIENTE|,|GUATEMALA|
|MINISTERIO DE EDUCACIÓN|,|GUATEMALA|,|3225399|,|11130008 - MINISTERIO DE EDUCACIÓN|,|DIRECCIÓN GENERAL DE PARTICIPACIÓN COMUNITARIA Y SERVICIOS DE APOYO -DIGEPSA-|,|GUATEMALA|
|MINISTERIO DE EDUCACIÓN|,|CHIQUIMULA|,|3225399|,|11130008 - MINISTERIO DE EDUCACIÓN|,|DIRECCIÓN DEPARTAMENTAL DE EDUCACION DE CHIQUIMULA|,|CHIQUIMULA|
|MINISTERIO DE EDUCACIÓN|,|ZACAPA|,|3225399|,|11130008 - MINISTERIO DE EDUCACIÓN|,|DIRECCION DEPARTAMENTAL DE EDUCACIÓN DE ZACAPA|,|ZACAPA|
|MINISTERIO DE EDUCACIÓN|,|SACATEPEQUEZ|,|3225399|,|11130008 - MINISTERIO DE EDUCACIÓN|,|DIRECCION DEPARTAMENTAL DE EDUCACION DE SACATEPEQUEZ|,|ANTIGUA GUATEMALA|
|MINISTERIO DE EDUCACIÓN|,|SOLOLA|,|3225399|,|11130008 - MINISTERIO DE EDUCACIÓN|,|DIRECCIÓN DEPARTAMENTAL DE EDUCACION DE SOLOLA|,|SOLOLA|
|MINISTERIO DE EDUCACIÓN|,|GUATEMALA|,|3225399|,|11130008 - MINISTERIO DE EDUCACIÓN|,|DIRECCIÓN GENERAL DE COORDINACIÓN DE DIRECCIONES DEPARTAMENTALES DE EDUCACIÓN -DIGECOR-|,|GUATEMALA|
|MINISTERIO DE EDUCACIÓN|,|HUEHUETENANGO|,|3225399|,|11130008 - MINISTERIO DE EDUCACIÓN|,|DIRECCIÓN DEPARTAMENTAL DE EDUCACIÓN DE HUEHUETENANGO|,|HUEHUETENANGO|
|MINISTERIO DE EDUCACIÓN|,|BAJA VERAPAZ|,|3225399|,|11130008 - MINISTERIO DE EDUCACIÓN|,|DIRECCIÓN DEPARTAMENTAL DE EDUCACIÓN DE BAJA VERAPAZ|,|SALAMA|
|MINISTERIO DE EDUCACIÓN|,|GUATEMALA|,|3225399|,|11130008 - MINISTERIO DE EDUCACIÓN|,|DESPACHO SUPERIOR|,|GUATEMALA|
|MINISTERIO DE EDUCACIÓN|,|GUATEMALA|,|3225399|,|11130008 - MINISTERIO DE EDUCACIÓN|,|DIRECCIÓN DEPARTAMENTAL DE EDUCACIÓN DE GUATEMALA SUR|,|GUATEMALA|
|MINISTERIO DE EDUCACIÓN|,|ESCUINTLA|,|3225399|,|11130008 - MINISTERIO DE EDUCACIÓN|,|DIRECCIÓN DEPARTAMENTAL DE EDUCACIÓN DE ESCUINTLA|,|ESCUINTLA|
|MINISTERIO DE EDUCACIÓN|,|GUATEMALA|,|3225399|,|11130008 - MINISTERIO DE EDUCACIÓN|,|DIRECCIÓN GENERAL DE EVALUACIÓN E INVESTIGACIÓN EDUCATIVA -DIGEDUCA-|,|GUATEMALA|
|MINISTERIO DE EDUCACIÓN|,|PETEN|,|3225399|,|11130008 - MINISTERIO DE EDUCACIÓN|,|DIRECCIÓN DEPARTAMENTAL DE EDUCACIÓN DE PETEN|,|CIUDAD FLORES|
|MINISTERIO DE EDUCACIÓN|,|GUATEMALA|,|3225399|,|11130008 - MINISTERIO DE EDUCACIÓN|,|DIRECCIÓN DE RECURSOS HUMANOS -DIREH-|,|GUATEMALA|
|MINISTERIO DE EDUCACIÓN|,|GUATEMALA|,|3225399|,|11130008 - MINISTERIO DE EDUCACIÓN|,|DIRECCIÓN DE ADQUISICIONES Y CONTRATACIONES -DIDECO-|,|GUATEMALA|
|AGENCIA NACIONAL DE ALIANZAS PARA EL DESARROLLO DE INFRAESTRUCTURA ECONOMICA -ANADIE|,|GUATEMALA|,|80337007|,|11200068 - AGENCIA NACIONAL DE ALIANZAS PARA EL DESARROLLO DE INFRAESTRUCTURA ECONOMICA (ANADIE)|,|AGENCIA NACIONAL DE ALIANZAS PARA EL DESARROLLO DE INFRAESTRUCTURA ECONÓMICA|,|GUATEMALA|
|MUNICIPALIDAD DE CUILCO, HUEHUETENANGO|,|HUEHUETENANGO|,|4251008|,|12101304 - MUNICIPALIDAD DE CUILCO|,|OFICINA MUNICIPAL DE PLANIFICACION|,|CUILCO|
|MUNICIPALIDAD DE CHICHE, QUICHÉ|,|QUICHE|,|6734391|,|12101402 - MUNICIPALIDAD DE CHICHE|,|TESORERIA, MUNICIPALIDAD DE CHICHE|,|CHICHE|
|MUNICIPALIDAD DE SANTA CATARINA MITA, JUTIAPA|,|JUTIAPA|,|6124704|,|12102203 - MUNICIPALIDAD DE SANTA CATARINA MITA|,|DIRECCION MUNICIPAL DE PLANIFICACION|,|SANTA CATARINA MITA|
|MUNICIPALIDAD DE SALAMA, BAJA VERAPAZ|,|BAJA VERAPAZ|,|4246306|,|12101501 - MUNICIPALIDAD DE SALAMA|,|DEPARTAMENTO DE COMPRAS|,|SALAMA|
|COORDINADORA NACIONAL PARA LA REDUCCION DE DESASTRES|,|GUATEMALA|,|4293347|,|11140029 - COORDINADORA NACIONAL PARA LA REDUCCION DE DESASTRES|,|COMPRAS CONRED|,|GUATEMALA|
|INSTITUTO DE FOMENTO MUNICIPAL  -INFOM-|,|GUATEMALA|,|974250|,|11200054 - INSTITUTO DE FOMENTO MUNICIPAL  -INFOM-|,|COMPRAS INFOM - UNEPAR|,|GUATEMALA|
|INSTITUTO DE FOMENTO MUNICIPAL  -INFOM-|,|GUATEMALA|,|974250|,|11200054 - INSTITUTO DE FOMENTO MUNICIPAL  -INFOM-|,|COMPRAS UDAF -INFOM|,|GUATEMALA|
|CONSEJO NACIONAL PARA LA PROTECCIÓN DE LA ANTIGUA GUATEMALA -CNPAG-|,|SACATEPEQUEZ|,|2010526|,|11200036 - CJO. NAC. PARA LA PROT. DE LA ANT. GUAT. -CNPAG-|,|UNIDAD COMPRADORA GENERAL|,|ANTIGUA GUATEMALA|
|COMITÉ OLÍMPICO GUATEMALTECO -COG-|,|GUATEMALA|,|3052915|,|11300062 - COMITE OLIMPICO GUATEMALTECO  -COG-|,|UNIDAD COMPRADORA CENTRAL|,|GUATEMALA|
|FEDERACION NAC.DE TENIS DE MESA DE GUATEMALA C.D.A.G.|,|GUATEMALA|,|6666361|,|11300091 - FEDERACION NACIONAL DE TENIS DE MESA|,|UNIDAD COMPRADORA DE TENIS DE MESA|,|GUATEMALA|
|CONTRALORÍA GENERAL DE CUENTAS|,|GUATEMALA|,|637672K|,|11140020 - CONTRALORÍA GENERAL DE CUENTAS|,|CONTRALORIA GENERAL DE CUENTAS|,|GUATEMALA|
|PROCURADURIA GENERAL DE LA NACIÓN|,|GUATEMALA|,|7177933|,|11140021 - PROCURADURIA GENERAL DE LA NACIÓN|,|PROCURADURÍA GENERAL DE LA NACIÓN|,|GUATEMALA|
|MUNICIPALIDAD DE SAN DIEGO, ZACAPA|,|ZACAPA|,|6317286|,|12101908 - MUNICIPALIDAD DE SAN DIEGO|,|MUNICIPALIDAD DE SAN DIEGO|,|SAN DIEGO|
|MUNICIPALIDAD DE TAXISCO, SANTA ROSA|,|SANTA ROSA|,|6181252|,|12100609 - MUNICIPALIDAD DE TAXISCO|,|DEPARTAMENTO DE COMPRAS|,|TAXISCO|
|EMPRESA PORTUARIA QUETZAL -EPQ-|,|ESCUINTLA|,|3377830|,|21100075 - EMPRESA PORTUARIA QUETZAL -EPQ-|,|DEPARTAMENTO DE COMPRAS|,|PUERTO SAN JOSE|
|MINISTERIO DE DESARROLLO SOCIAL|,|GUATEMALA|,|77115023|,|11130020 -  MINISTERIO DE DESARROLLO SOCIAL|,|UNIDAD DE ADMINISTRACI¿N FINANCIERA UDAF DEL MINISTERIO DE DESARROLLO SOCIAL|,|GUATEMALA|
|MINISTERIO DE DESARROLLO SOCIAL|,|GUATEMALA|,|77115023|,|11130020 -  MINISTERIO DE DESARROLLO SOCIAL|,|FONDO DE DESARROLLO SOCIAL|,|GUATEMALA|
|UNIDAD NACIONAL DE ONCOLOGIA PEDIATRICA|,|GUATEMALA|,|22464611|,|null|,|UNIDAD NACIONAL DE ONCOLOGIA PEDIATRICA|,|GUATEMALA|
|CORTE DE CONSTITUCIONALIDAD|,|GUATEMALA|,|6687598|,|11140024 - CORTE DE CONSTITUCIONALIDAD.|,|DEPARTAMENTO DE COMPRAS|,|GUATEMALA|
|MUNICIPALIDAD DE LA REFORMA, SAN MARCOS|,|SAN MARCOS|,|6181325|,|12101221 - MUNICIPALIDAD DE LA REFORMA|,|MUNICIPALIDAD DE LA REFORMA|,|LA REFORMA|
|MINISTERIO DE ECONOMIA|,|GUATEMALA|,|3440494|,|11130011 - MINISTERIO DE ECONOMÍA|,|PROGRAMA NACIONAL DE COMPETITIVIDAD|,|GUATEMALA|
|MINISTERIO DE ECONOMIA|,|GUATEMALA|,|3440494|,|11130011 - MINISTERIO DE ECONOMÍA|,|PROGRAMA DE APOYO AL COMERCIO EXTERIOR Y LA INTEGRACIÓN BID 2094|,|GUATEMALA|
|MINISTERIO DE ECONOMIA|,|GUATEMALA|,|3440494|,|11130011 - MINISTERIO DE ECONOMÍA|,|UNIDAD DE COMPRAS REGISTRO MERCANTIL|,|GUATEMALA|
|MINISTERIO DE ECONOMIA|,|GUATEMALA|,|3440494|,|11130011 - MINISTERIO DE ECONOMÍA|,|DIRECCION DEL SISTEMA NACIONAL DE CALIDAD|,|GUATEMALA|
|MINISTERIO DE ECONOMIA|,|GUATEMALA|,|3440494|,|11130011 - MINISTERIO DE ECONOMÍA|,|UNIDAD DE COMPRAS SERVICIOS GENERALES|,|GUATEMALA|
|MUNICIPALIDAD DE ORATORIO, SANTA ROSA|,|[--No Especificado--]|,|6527396|,|12100606 - MUNICIPALIDAD DE ORATORIO|,|DEPARTAMENTO DE COMPRAS TESORERIA DE ORATORIO|,|[--No Especificado--]|
|MUNICIPALIDAD DE ORATORIO, SANTA ROSA|,|SANTA ROSA|,|6527396|,|12100606 - MUNICIPALIDAD DE ORATORIO|,|TESORERÍA MUNICIPAL DE ORATORIO, SANTA ROSA|,|EL ORATORIO|
|MUNICIPALIDAD DE SAN SEBASTIAN, RETALHULEU|,|RETALHULEU|,|6452191|,|12101102 - MUNICIPALIDAD DE SAN SEBASTIAN|,|TESORERIA MUNICIPAL|,|SAN SEBASTIAN|
|MUNICIPALIDAD DE CHISEC, ALTA VERAPAZ|,|ALTA VERAPAZ|,|5235235|,|12101613 - MUNICIPALIDAD DE CHISEC|,|ENCARGADO DE COMPRAS|,|CHISEC|
